#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
14025000,-76.48268778271566,237.10614159390872,29.3
14050000,-89.2011449163567,271.7196287663157,29.3
14075000,-62.374107531188855,269.99992229751155,29.3
14100000,-90.4410913479618,224.89143927274017,29.3
14125000,-73.92296508405964,310.3551478343138,29.3
14150000,-68.62666726049625,277.07671937937783,29.3
14175000,-78.81989773771616,189.21800170097328,29.3
14200000,-78.34842949034294,291.82212907962355,29.3
14225000,-83.58904904854887,263.33561225528666,29.3
14250000,-69.45036702673774,272.2036244187424,29.3
14275000,-76.65126947104335,332.95678630382054,29.3
14300000,-74.36436233096157,271.72903896214507,29.3
14325000,-60.3440723023555,285.1649880456321,29.3
14350000,-55.64435725670645,286.0045720261006,29.3
14375000,-56.61371908206249,194.59830918164064,29.3
14400000,-48.48012436915943,327.53266605451614,29.3
14425000,-46.22338723459824,303.9843738918701,29.3
14450000,-86.99020764485147,332.6969958297008,29.3
14475000,-78.3589793511832,377.18559480023697,29.3
14500000,-81.69915610501548,293.30303563902504,29.4
14525000,-72.17737989160055,400.2594304976188,29.4
14550000,-79.56216732586091,231.57855204347888,29.4
14575000,-55.21933133189762,306.92647878054595,29.4
14600000,-69.8637477446948,461.87653406973294,29.4
14625000,-67.73346458693763,258.3131972448548,29.4
14650000,-76.71019870810895,189.03619100169732,29.4
14675000,-87.28454849901559,359.9255741929795,29.4
14700000,-83.30171144057962,442.5300098887701,29.4
14725000,-54.16310160797148,253.4522925014707,29.4
14750000,-58.94429260798678,254.00425051482583,29.4
14775000,-64.41618649261139,311.1891116647467,29.4
14800000,-60.04564815781744,262.8079465984846,29.4
14825000,-67.95052397322479,397.75719545800024,29.4
14850000,-74.55999895553578,330.2886198412986,29.4
14875000,-65.42345148379998,277.2547821185341,29.4
14900000,-95.00659175965559,208.9924028830486,29.4
14925000,-93.50675013836135,258.39768954337814,29.4
14950000,-77.87484855260038,321.7733792322267,29.4
14975000,-77.16266451593435,429.7485222496484,29.4
15000000,-81.04495528118206,360.46016155455004,29.4
15025000,-71.8689490900114,306.4587298718341,29.4
15050000,-74.37099374405912,244.2020590351327,29.4
15075000,-88.29313466012783,360.7801096876644,29.4
15100000,-92.47924563705867,276.20012478702967,29.4
15125000,-50.89857624521948,402.71743825032513,29.4
15150000,-83.8584761524412,369.3680882017817,29.4
15175000,-91.97488341575215,214.58944456915938,29.4
15200000,-77.93106418862993,301.73889545582676,29.4
15225000,-71.50558898081886,245.3277704407556,29.4
15250000,-84.60713450364392,262.18759773108724,29.4
15275000,-85.11753848279353,301.4772777011016,29.4
15300000,-69.40159036478624,309.89312997066213,29.5
15325000,-77.69304100395519,311.70206262625055,29.5
15350000,-78.31420145708282,339.7305727233463,29.5
15375000,-60.37919216852603,200.44612722037434,29.5
15400000,-87.17327644053785,253.1972015416888,29.5
15425000,-94.6833128945252,314.2372623108729,29.5
15450000,-85.41389594676974,318.069116038735,29.5
15475000,-86.08241200749828,210.5256377383512,29.5
15500000,-64.65166175978621,309.4466622406834,29.5
15525000,-85.01233836219969,243.06971560266726,29.5
15550000,-94.27133067406822,357.394755267474,29.5
15575000,-77.2499878185095,273.93519377392914,29.5
15600000,-94.37972805501929,267.55597187320836,29.5
15625000,-90.38170163414452,273.28521037465816,29.5
15650000,-66.13484991320497,383.84298957494,29.5
15675000,-83.6750359680238,314.50983168452456,29.5
15700000,-80.49147104616048,371.0043018922375,29.5
15725000,-41.32379391550941,379.36944746001313,29.5
15750000,-53.761615123219244,281.43745830494606,29.5
15775000,-73.2237388517443,272.42861292106033,29.5
15800000,-95.09478771210566,236.98591147085688,29.5
15825000,-82.55188788378257,353.3762060095306,29.5
15850000,-78.82229839802957,390.35842431324664,29.5
15875000,-70.48842414908464,205.59252746215685,29.5
15900000,-71.91245083724206,317.78357587250406,29.5
15925000,-66.68535939235518,365.46337840013166,29.5
15950000,-102.59170046622208,271.9994873619913,29.5
15975000,-105.79343702825429,310.4830430765337,29.5
16000000,-59.127977067848974,330.699870341971,29.5
16025000,-94.97500669482545,287.47175233113666,29.5
16050000,-103.27458689696232,307.4892817294688,29.5
16075000,-70.98054481505737,468.0613209615797,29.5
16100000,-91.30622273722415,342.12506899366537,29.6
16125000,-81.17752319059562,213.09007392646353,29.6
16150000,-69.7930644877186,323.26358877220014,29.6
16175000,-68.43370609801367,289.4794101033903,29.6
16200000,-72.61715069870272,364.9261731275976,29.6
16225000,-62.67950131446575,290.7742600852648,29.6
16250000,-82.74590461084463,254.5793130697242,29.6
16275000,-52.43977399212783,488.65345300770946,29.6
16300000,-77.83734340434306,326.9423478577986,29.6
16325000,-100.24099977680939,227.46261507165846,29.6
16350000,-74.31258301821387,228.91859089262226,29.6
16375000,-93.67914765867374,334.60823749649984,29.6
16400000,-86.37927019561424,322.2435956719317,29.6
16425000,-74.51348124109549,360.12596456337855,29.6
16450000,-102.9461019670959,305.73771017625177,29.6
16475000,-70.13606147440169,245.8029050413228,29.6
16500000,-64.52756387453796,298.007596480676,29.6
16525000,-90.00586916725055,249.96741271051704,29.6
16550000,-60.56003943379139,346.9885623666372,29.6
16575000,-68.0606813751233,333.83509762597197,29.6
16600000,-88.02659945394873,321.11731143305235,29.6
16625000,-91.00260149844699,378.0588381537577,29.6
16650000,-96.89456486521803,253.61207621051872,29.6
16675000,-86.17357022604637,239.0742789878236,29.6
16700000,-58.09885553460155,253.63280049957476,29.6
16725000,-80.18842474269998,373.73503116625585,29.6
16750000,-71.68796982131825,387.2848653113772,29.6
16775000,-66.26455462055738,310.5843982364653,29.6
16800000,-88.89408343231324,306.81070390858565,29.6
16825000,-73.75108568589306,327.5686141332711,29.6
16850000,-79.94953848934742,212.33383688033223,29.6
16875000,-92.14482733921892,196.33543288442308,29.6
16900000,-97.37949817212258,235.26891637856008,29.6
16925000,-85.61042530233499,263.6572478305784,29.6
16950000,-85.06122386652972,327.3816200005566,29.6
16975000,-89.92753579622683,339.7365307741597,29.7
17000000,-89.16674421075476,326.0382751185133,29.7
17025000,-88.2232462674114,232.05901701839306,29.7
17050000,-84.49346633996294,322.39699917443494,29.7
17075000,-95.63943712868434,312.01003834606456,29.7
17100000,-67.50802958451106,297.8725938869903,29.7
17125000,-75.63883819935761,312.0460103454295,29.7
17150000,-96.27991839365814,343.25388880544875,29.7
17175000,-85.05940789925062,234.0452144178789,29.7
17200000,-73.24483512682176,322.115386110372,29.7
17225000,-86.23387469486973,298.1422782718086,29.7
17250000,-75.80111335685257,243.96588849364903,29.7
17275000,-71.82644638864359,220.67640561518886,29.7
17300000,-95.10360320148759,258.51671803152897,29.7
17325000,-86.72431700063703,283.31791615236733,29.7
17350000,-66.40137183081285,275.6897351145966,29.7
17375000,-83.41162218200748,309.7469387831665,29.7
17400000,-104.58405816200765,280.8575773334899,29.7
17425000,-82.15479872003908,452.78642138936016,29.7
17450000,-89.26211876200611,285.48449374336934,29.7
17475000,-70.62783828723626,246.21941414245725,29.7
17500000,-68.11487709524829,264.4320617734138,29.7
17525000,-76.62586832117694,293.15941537734585,29.7
17550000,-71.13295592979865,263.2372713300614,29.7
17575000,-94.42237484836515,242.5428407306712,29.7
17600000,-93.78921981996577,256.3965113404061,29.7
17625000,-76.32319682739828,363.20537597468376,29.7
17650000,-92.7849186261615,323.3030877473992,29.7
17675000,-92.4672882524098,312.8825817805791,29.7
17700000,-55.367431349508834,340.3500833133905,29.7
17725000,-84.59967444009528,282.76317605561934,29.7
17750000,-72.27248682870808,361.2936065918991,29.7
17775000,-103.36026394763397,218.10262409986962,29.7
17800000,-84.09065382469691,214.34175710288588,29.7
17825000,-88.34912709183595,245.17383346500668,29.7
17850000,-55.71858763482084,233.0138073984253,29.7
17875000,-72.90125140099022,317.7123045770184,29.7
17900000,-90.51145172437963,359.9985717090798,29.7
17925000,-83.1326317988344,315.5984755396481,29.8
17950000,-96.74692700591484,270.1300758854452,29.8
17975000,-72.05741437384623,286.4103153165303,29.8
18000000,-72.41746196135604,412.90492997078735,29.8
18025000,-62.696166080897385,281.7887134922458,29.8
18050000,-81.47188508778713,246.72014241720717,29.8
18075000,-73.27927993876227,310.70258524726535,29.8
18100000,-77.55673197375428,283.136660692043,29.8
18125000,-83.58613997751105,254.7323811451089,29.8
18150000,-82.19362210768088,240.92142706741433,29.8
18175000,-96.70875607130621,276.1283012669792,29.8
18200000,-93.00454507635915,250.90879579840586,29.8
18225000,-100.70829022743987,281.64560505050065,29.8
18250000,-83.97824016975312,280.41803696447096,29.8
18275000,-77.09280175111455,287.7730751227409,29.8
18300000,-85.66831483821443,349.7653980250157,29.8
18325000,-58.95778503196105,347.54608745348133,29.8
18350000,-60.00204741351743,245.60494311121565,29.8
18375000,-84.74045859063767,212.1903010950039,29.8
18400000,-82.13430704737355,320.3780488095648,29.8
18425000,-72.07877186689802,256.45918996848815,29.8
18450000,-87.59182590742437,341.607903743172,29.8
18475000,-81.29623035859446,237.27514368018495,29.8
18500000,-84.91734496253875,303.85539830958726,29.8
18525000,-77.2409593885633,317.7906010478935,29.8
18550000,-74.70046116266307,209.23472760578065,29.8
18575000,-67.88659600972993,331.14979763413663,29.8
18600000,-71.49316389527473,374.1201965515146,29.8
18625000,-82.17921912404123,284.1622155904853,29.8
18650000,-82.57695498993823,305.6954587442719,29.8
18675000,-94.32277063193543,283.11020628159645,29.8
18700000,-67.44549799230467,277.11282796643474,29.8
18725000,-81.75050966031925,352.4362120670042,29.8
18750000,-78.35696558784403,360.44867606853245,29.8
18775000,-90.16033925614389,256.51836820966474,29.8
18800000,-86.5894342844486,303.4629227318272,29.8
18825000,-68.87603635794417,301.29406755792746,29.8
18850000,-82.70028331157108,308.69235561253953,29.8
18875000,-64.01304930391038,332.65424771221234,29.8
18900000,-68.39919244222611,365.99289115199485,29.8
18925000,-96.71583536869761,234.18235907638393,29.8
18950000,-86.10775871775189,323.67218023205913,29.8
18975000,-85.77094756814081,334.243045517469,29.8
19000000,-73.64279355058999,276.4094442100806,29.8
19025000,-54.71608737679951,269.1769244837553,29.8
19050000,-67.15204051682812,375.25597596368436,29.8
19075000,-85.04000542914551,343.3335065256814,29.9
19100000,-67.68399828674472,372.7352943071543,29.9
19125000,-70.51774636758103,257.0104181458574,29.9
19150000,-85.17800318243309,256.8852208522473,29.9
19175000,-78.81513368919022,329.4101600322153,29.9
19200000,-88.80347695524864,277.811043132278,29.9
19225000,-34.42177504524871,246.5536253756964,29.9
19250000,-64.89801952509403,230.6062561172803,29.9
19275000,-95.84904713220018,337.0185971378329,29.9
19300000,-87.72321332791897,312.8892884757722,29.9
19325000,-81.8745235672494,258.37614460575065,29.9
19350000,-89.38267820404265,235.68875016899545,29.9
19375000,-105.49539645308087,341.8840957870821,29.9
19400000,-76.68519590146857,270.1761338627117,29.9
19425000,-61.15129584067112,334.01975483180183,29.9
19450000,-71.55220112738044,297.68359599541776,29.9
19475000,-85.50800957505075,285.7500015665929,29.9
19500000,-89.39004602098915,243.14423225670785,29.9
19525000,-70.59535061345406,242.8055740123372,29.9
19550000,-93.64455420551829,260.31026783637674,29.9
19575000,-47.16578864949251,335.30571947870334,29.9
19600000,-72.49671537779314,309.48510970979754,29.9
19625000,-77.94780448285913,361.5123637702254,29.9
19650000,-74.98685302237456,344.2998205330073,29.9
19675000,-85.652076000531,341.14278852950383,29.9
19700000,-78.12462944645566,232.09773985390385,29.9
19725000,-78.0547642451748,290.290740370773,29.9
19750000,-78.53884048664855,194.39602338537304,29.9
19775000,-89.51695785680135,322.47465163317264,29.9
19800000,-59.06448929497484,234.57485167604622,29.9
19825000,-75.60285157295937,261.1483662250761,29.9
19850000,-81.26190211593816,274.26071391415775,29.9
19875000,-54.27162529280653,295.99654539716414,29.9
19900000,-75.82785309312091,439.5195278354554,29.9
19925000,-52.84493364344361,330.351828463235,29.9
19950000,-81.37067258514729,296.42314361950486,29.9
19975000,-58.298598223447925,277.9204925291855,29.9
20000000,-76.01226314131598,347.31683519669207,29.9
20025000,-74.8584044399072,308.63812854999037,29.9
20050000,-89.42629344960392,232.77079952067166,29.9
20075000,-58.46128223860379,294.68582897608167,29.9
20100000,-79.44250958937586,306.9922539023328,29.9
20125000,-82.92156523885032,269.5197417979484,29.9
20150000,-89.09651073706763,321.28067143468627,29.9
20175000,-67.7487282343076,328.95763299467666,29.9
20200000,-91.8820041872362,297.21487865332136,29.9
20225000,-77.21985123655966,271.42606986186775,29.9
20250000,-78.3725811394899,417.2928822173252,29.9
20275000,-73.62828366241766,321.0022567300204,29.9
20300000,-79.06170415831915,285.5056262101301,29.9
20325000,-91.2674546724337,222.59748926533777,30
20350000,-85.17694505552402,416.60842016637844,30
20375000,-93.7719224957888,289.8784579146078,30
20400000,-77.27519609188681,207.9086787588075,30
20425000,-50.96112306892597,316.57582577578535,30
20450000,-76.51343285407484,352.5174228666129,30
20475000,-78.88328233229217,341.9716503933017,30
20500000,-86.38647828027197,397.6472152425968,30
20525000,-85.6882503587047,253.49984753785338,30
20550000,-80.19181389574842,290.8097709191684,30
20575000,-69.67894196519411,292.9530776752032,30
20600000,-82.62799909635591,389.9952496786982,30
20625000,-70.98496179896102,473.55464669392853,30
20650000,-68.67432579472387,264.31886677911507,30
20675000,-76.80658498263111,201.86838763077256,30
20700000,-94.18334520066816,302.3764930868202,30
20725000,-74.19552473175304,275.2225376616172,30
20750000,-76.72975670276386,268.1687344397781,30
20775000,-88.2762811172028,285.11459946855757,30
20800000,-92.87294265531821,261.34888855098956,30
20825000,-63.90427339100795,315.93289217333427,30
20850000,-60.91821379191245,299.7008934594023,30
20875000,-79.32730613190029,334.4296248676041,30
20900000,-86.93383828917034,302.28221466299834,30
20925000,-86.01729152551935,259.3843430469335,30
20950000,-72.51016904452902,265.5986237218853,30
20975000,-81.98655833218271,333.01320721726535,30
21000000,-96.70803743418361,265.29910745351236,30
21025000,-56.2514020659015,194.80346866446015,30
21050000,-70.79448267462686,283.6265971329598,30
21075000,-93.00214482222668,284.04579733046023,30
21100000,-77.41549083139877,276.1622046985672,30
21125000,-84.61421824831159,354.07492096446026,30
21150000,-71.15442358604349,294.4554978896112,30
21175000,-86.30347086385189,368.2452874744835,30
21200000,-83.69426476562182,401.34553748747857,30
21225000,-88.15835672302032,292.7637799178446,30
21250000,-76.17881960712322,339.1993819223523,30
21275000,-75.56490927308393,257.6589539657569,30
21300000,-71.42025706507022,201.18845658659103,30
21325000,-77.33892500434109,308.453184012388,30
21350000,-75.68408593045257,277.719436377063,30
21375000,-88.69326979814706,382.2081260168833,30
21400000,-84.15219322927709,236.92001907157731,30
21425000,-80.31137487410766,261.47232458502265,30
21450000,-85.89769654591304,265.08818661625156,30
21475000,-88.90684594546656,247.9126868611878,30
21500000,-80.95439897041655,408.06387393260513,30
21525000,-86.05421526245087,338.60226551481145,30
21550000,-84.6622541997384,352.07007236813763,30
21575000,-58.65062008072986,455.52886866768455,30
21600000,-75.56111207151872,343.2006482168663,30
21625000,-87.25118432621383,337.37297671221694,30
21650000,-92.40618602681606,322.04325761624256,30.1
21675000,-101.1006841078053,326.48928666462916,30.1
21700000,-87.13184140558982,253.33935567167643,30.1
21725000,-88.49506868915316,440.2633211438799,30.1
21750000,-50.611922127435164,238.32156148363532,30.1
21775000,-66.76618965204734,266.6326429340261,30.1
21800000,-94.12763856586557,429.7732225572675,30.1
21825000,-66.43439981094927,325.51547570539645,30.1
21850000,-82.36773928793994,312.5026994344453,30.1
21875000,-64.647332363738,280.84891088657025,30.1
21900000,-84.63803574045468,267.1997775931425,30.1
21925000,-78.9440492675117,304.16904095233656,30.1
21950000,-76.3681741367439,223.17249930915656,30.1
21975000,-72.46810860233487,379.4561083343743,30.1
22000000,-80.650466723177,335.48084919597477,30.1
22025000,-82.30772282146455,258.7678914228158,30.1
22050000,-89.23446344838878,389.02878748546806,30.1
22075000,-76.03180421738492,336.07699683934345,30.1
22100000,-56.201377085212506,351.5830582037847,30.1
22125000,-74.34301600824844,326.6029872945216,30.1
22150000,-92.55066549871492,304.7010746009255,30.1
22175000,-93.45895737502667,212.25301253747924,30.1
22200000,-63.639934102050496,265.6559672948092,30.1
22225000,-55.91771952146217,322.7134311400326,30.1
22250000,-78.9712606572897,268.6478247269371,30.1
22275000,-72.31788079540323,241.56118044402055,30.1
22300000,-79.74111377265211,267.3994334305311,30.1
22325000,-67.65934848817093,438.5860634846836,30.1
22350000,-86.12503087866024,297.020312374395,30.1
22375000,-76.72743663386085,250.20274653367514,30.1
22400000,-40.007409451207565,304.52332801940247,30.1
22425000,-98.22879004840323,317.1032597131471,30.1
22450000,-83.95065247390143,252.0865237643472,30
22475000,-87.89067993790545,316.12592654273095,30
22500000,-96.05969917083715,308.21633109698206,30
22525000,-76.4369439931179,387.4445216126973,30
22550000,-84.51437015002365,394.21516558972934,30
22575000,-69.9299578827803,241.93370176222533,30
22600000,-71.98281549177399,358.5877872301198,30
22625000,-79.00159756407517,295.4521356518674,30
22650000,-83.78153970171371,258.66682112183054,30
22675000,-93.55967860817611,210.88874405039888,30
22700000,-82.66316936690473,408.7935729645175,29.9
22725000,-82.61665161740748,280.1976985065057,29.9
22750000,-75.4326428205222,229.59275960397707,29.9
22775000,-83.08546160622498,342.6056981917225,29.9
22800000,-63.198617473636126,378.4867167640956,29.9
22825000,-80.54183179900556,236.4861985471068,29.9
22850000,-86.91700218236815,336.13755538396134,29.9
22875000,-88.45520607988539,412.94109417243067,29.9
22900000,-82.76860523184168,238.02448859943226,29.9
22925000,-73.67530615664478,409.96351867550607,29.8
22950000,-64.87851469014453,240.28179065246601,29.8
22975000,-87.30543195973165,309.80169657911955,29.8
23000000,-87.18024186059185,265.8626938102965,29.8
23025000,-74.06867699050571,363.9307764595899,29.8
23050000,-83.66413941826065,303.8584662770219,29.8
23075000,-82.27112582026,394.09806782061673,29.9
23100000,-64.26526434302667,258.40804007016084,29.9
23125000,-59.66204296202378,309.81998684786174,29.9
23150000,-65.9229366644483,461.94990744960126,29.9
23175000,-103.14127040573638,358.0053802744093,29.9
23200000,-77.33776725686454,257.16775754190496,29.9
23225000,-56.22981049516841,390.8704934671033,29.9
23250000,-88.77008848867598,314.55123130595933,29.9
23275000,-63.343760748999166,293.4317331786111,29.9
23300000,-81.47501415039946,339.3778658768969,29.9
23325000,-87.06783341728494,237.38833396868372,29.9
23350000,-86.87738336091826,294.24513962006665,29.9
23375000,-73.11137065729129,348.0403854124272,29.9
23400000,-58.69439526074994,255.53387920054644,29.9
23425000,-90.49590623421528,315.5737623715738,29.9
23450000,-84.86593701806648,401.03615633202594,29.9
23475000,-95.59304158982462,249.0706189223477,29.9
23500000,-74.96553264920661,376.5430542642259,29.9
23525000,-57.09941805264578,181.20382851658331,29.9
23550000,-47.15289769714481,407.7071692575486,29.9
23575000,-73.17369310398455,265.3895602746962,29.9
23600000,-79.03688599802835,331.0175110880568,29.9
23625000,-94.44380209553663,366.58264319893806,29.9
23650000,-75.18950398514674,312.661987177926,29.9
23675000,-43.07155514396735,436.4919119974803,29.9
23700000,-85.65731270110614,275.39003478933085,29.8
23725000,-78.07103169545213,264.8020615438084,29.8
23750000,-85.43221376995402,226.1943057150054,29.8
23775000,-76.65416484157535,230.99373633965664,29.8
23800000,-63.883400966302005,264.5316768252487,29.8
23825000,-87.42621131698542,277.84779349098505,29.8
23850000,-79.06005564978378,294.49018525706975,29.8
23875000,-89.34789962876219,239.73924420883858,29.8
23900000,-82.825165312028,373.39160680515926,29.8
23925000,-69.22397791945548,201.8504894987164,29.8
23950000,-94.45055152864671,387.0297538420543,29.8
23975000,-76.63964109026492,220.357071389454,29.8
24000000,-89.3496898384575,337.49794004390407,29.8
24025000,-78.04637643717062,317.1596596281039,29.8
24050000,-94.42592340979432,309.12445753556057,29.8
24075000,-67.91232079908748,316.28957465555584,29.8
24100000,-67.75262348627545,405.871414270459,29.8
24125000,-80.32991500310884,237.93475555718203,29.8
24150000,-74.03787213722737,236.26868404386283,29.8
24175000,-72.66447830107663,257.26717114871497,29.8
24200000,-80.7343368428522,301.4186692504291,29.8
24225000,-75.65906496043954,308.27326926614944,29.8
24250000,-61.26784658654209,367.5290685060123,29.8
24275000,-77.24196224491155,283.3990132809897,29.8
24300000,-95.49812299317429,206.59765517222982,29.8
24325000,-88.19438270630627,415.5281542449494,29.8
24350000,-57.232942204778396,360.4383547492596,29.8
24375000,-72.5244087392308,343.015303517783,29.8
24400000,-83.73276918333892,285.4262567124674,29.8
24425000,-73.12789620245916,277.1953055545422,29.8
24450000,-70.38555316085936,405.2177102211172,29.8
24475000,-82.87198037088415,201.87215021757208,29.8
24500000,-79.85970355659586,291.875553099579,29.8
24525000,-84.23930280091682,396.78043666150273,29.8
24550000,-79.56499405978491,293.12189873373296,29.8
24575000,-63.71865059993586,245.25869854648636,29.8
24600000,-94.62472597491389,262.06849346966123,29.8
24625000,-78.9196892529018,262.10590859969767,29.8
24650000,-97.06268418309202,278.684615023302,29.8
24675000,-96.88966881877417,409.365931699478,29.8
24700000,-87.30430888341829,467.4257156222948,29.8
24725000,-78.45315362763841,406.3919975574697,29.8
24750000,-71.89507471080343,325.79625399629896,29.8
24775000,-85.38339194632638,192.20585262764672,29.8
24800000,-98.04395482099233,288.17289600377205,29.8
24825000,-56.714246049363155,291.86382731455024,29.8
24850000,-81.27061759518563,245.65988546278032,29.8
24875000,-79.89181071133464,464.3533635611512,29.8
24900000,-93.2492055395627,322.2489681133762,29.8
24925000,-82.8585610676889,339.64867233215585,29.8
24950000,-79.79112309821755,277.66935072124846,29.8
24975000,-77.43349764315336,352.5347328570814,29.8
25000000,-96.82186427198033,255.44396512623518,29.7
25025000,-84.86980635831948,208.49953654623243,29.7
25050000,-98.43703034285133,252.7119271835753,29.7
25075000,-85.43679429373573,270.46228063264334,29.7
25100000,-80.94197039540386,368.2604160058594,29.7
25125000,-82.6382570068909,358.17036869627486,29.7
25150000,-48.104526425732075,287.2250358766984,29.6
25175000,-68.11558167134555,402.1457063328496,29.6
25200000,-98.00797291875693,369.7249603393862,29.6
25225000,-93.0510607435055,393.90437653131676,29.6
25250000,-68.16092411209448,339.6686284056556,29.6
25275000,-106.71024397589932,232.55158952101772,29.6
25300000,-68.73379235212509,320.8134204540849,29.6
25325000,-72.37033577032494,258.1756837797537,29.6
25350000,-57.366062125053475,275.15803721987277,29.6
25375000,-68.15528460080264,318.48680577897306,29.6
25400000,-82.85018531191915,423.16686202423523,29.6
25425000,-81.31001287791116,370.7769589768378,29.6
25450000,-73.2452956888267,261.0793893414163,29.6
25475000,-69.9590830004341,332.69552520392614,29.6
25500000,-80.55781370437779,260.07292375243077,29.6
25525000,-68.83506706308022,324.0751769381087,29.6
25550000,-68.80398820540974,268.3640944544782,29.6
25575000,-86.21997644903126,276.2924043551834,29.6
25600000,-71.0823448130271,260.7060322295085,29.6
25625000,-67.77588702729031,388.4961963913641,29.6
25650000,-84.64117657652606,315.9041136628582,29.6
25675000,-100.2806775530781,267.5659410893858,29.6
25700000,-69.20499230279924,462.7939477907324,29.6
25725000,-92.88990515833655,188.8468751580958,29.6
25750000,-87.87064727080283,239.05483666254915,29.6
25775000,-78.62423790491968,270.5809135325178,29.6
25800000,-77.98957909824398,282.17153737217177,29.6
25825000,-76.12117809822058,266.989530775786,29.6
25850000,-92.61132349259249,275.45661700649265,29.6
25875000,-73.81833111560702,287.5218706480002,29.6
25900000,-79.60774864602817,321.6904952075638,29.6
25925000,-79.79196532956638,231.6222431700645,29.6
25950000,-76.98149279228605,310.2241020252312,29.6
25975000,-78.44913286741111,315.3510150792934,29.6
26000000,-61.20703324894154,210.52798883252652,29.6
26025000,-96.35404966960336,280.3371970553183,29.6
26050000,-67.6879168624871,334.38885227147523,29.6
26075000,-66.51544494590536,359.4701715323574,29.6
26100000,-90.64532457167277,297.081172171875,29.6
26125000,-79.61090548308277,254.349111634674,29.6
26150000,-94.41770427490799,373.74171160830605,29.6
26175000,-96.23904990225401,277.3820681176336,29.6
26200000,-86.44888042714012,345.71306710579773,29.6
26225000,-64.79008542942607,363.8368835988666,29.6
26250000,-89.54660514741988,208.06132960487915,29.6
26275000,-81.05328000476186,251.7319551327055,29.6
26300000,-72.97593711682292,253.7015360532172,29.6
26325000,-82.05360666055245,282.35807390003276,29.5
26350000,-67.04373999011575,418.4866254464968,29.5
26375000,-97.92774482261126,233.16863463652228,29.5
26400000,-81.85333264995928,344.0509760296378,29.5
26425000,-86.08449861016176,352.1905802641006,29.5
26450000,-55.586739480875885,368.8162330633232,29.5
26475000,-70.25045653998609,296.72508088645293,29.5
26500000,-93.40111126388517,274.7477525213785,29.5
26525000,-79.18614640574522,362.2268485448189,29.5
26550000,-86.73145153493496,264.97654179278317,29.5
26575000,-70.71480200857418,366.40619452565153,29.5
26600000,-97.29265813619196,324.39473140700966,29.5
26625000,-82.22033976678262,259.6750710805412,29.5
26650000,-82.92036660031968,264.84771359730763,29.5
26675000,-86.0673216621602,289.0549422053077,29.5
26700000,-87.7674581682014,405.59327846512616,29.5
26725000,-57.626615446353384,322.500073969111,29.5
26750000,-95.04490663366025,406.82824752326275,29.5
26775000,-64.84576405869005,209.8636034301107,29.5
26800000,-75.8107962869679,279.8721743348596,29.5
26825000,-57.041043823610416,394.69192740032184,29.5
26850000,-85.17432656471563,264.53276241244146,29.4
26875000,-71.77721503876464,315.64881420826043,29.4
26900000,-97.96246397049059,226.31813043848933,29.4
26925000,-92.1510252798877,402.6162897083024,29.4
26950000,-83.2998761402833,336.9397983024899,29.4
26975000,-95.28433145655895,228.14609629831224,29.4
27000000,-83.39401888795817,305.9367333322262,29.4
27025000,-73.33598162709393,336.6215818799493,29.4
27050000,-102.9805696450248,302.5571260001238,29.4
27075000,-82.60458949379328,354.3087506109172,29.4
27100000,-77.52121601578696,306.81490904190474,29.4
27125000,-88.87092972136854,264.30996366174884,29.4
27150000,-72.06944922705031,258.7986813551331,29.3
27175000,-86.88286520128233,329.2149833196955,29.3
27200000,-74.39476899814152,354.2923573970603,29.3
27225000,-67.77666351660393,411.7573785154461,29.3
27250000,-84.99175200283022,334.9912699876179,29.3
27275000,-87.55859016017303,265.01924529700034,29.3
27300000,-87.00954396048859,255.73516140870356,29.3
27325000,-89.76907776001211,229.77659282964234,29.3
27350000,-82.43175167944011,187.8392287175834,29.3
27375000,-88.27011848108585,290.88535209480284,29.3
27400000,-63.871430670523395,232.23170865927705,29.3
27425000,-68.91303671530615,438.3801097748314,29.3
27450000,-98.53998835882797,277.2637301196855,29.3
27475000,-61.94129187351973,303.6887067309996,29.3
27500000,-89.43814737038097,195.73648158826387,29.3
27525000,-77.02888497353652,412.4967985152547,29.3
27550000,-80.79052325642039,381.8196054466689,29.3
27575000,-90.5676071387708,346.58668767858796,29.3
27600000,-75.95322987730597,223.8074405829023,29.3
27625000,-73.59444910888445,337.5606892130375,29.3
27650000,-72.54342094297708,212.37114766054694,29.3
27675000,-93.43950843329173,273.3524570670839,29.3
27700000,-88.60591651069201,249.8421705809851,29.3
27725000,-71.82516327350635,281.0780477594255,29.3
27750000,-89.0977310581219,242.95532242324379,29.3
27775000,-64.72534384526358,330.18128348156444,29.2
27800000,-96.34905549042824,254.51199261483555,29.2
27825000,-81.85834708960073,254.30288922283862,29.2
27850000,-70.96548649675364,362.7251245132283,29.2
27875000,-84.15090110852721,230.53482605028438,29.2
27900000,-98.62634583154754,305.7759110276456,29.2
27925000,-79.6319005269396,188.26796813875228,29.2
27950000,-75.66354049298647,280.46382949396906,29.2
27975000,-74.23784655097992,283.65488925979986,29.2
28000000,-101.18459255823906,207.66632776602552,29.2
28025000,-71.09723547506417,404.45731282510025,29.1
28050000,-69.11669501499398,338.15714870385915,29.1
28075000,-84.1390852701491,239.22530435707046,29.1
28100000,-78.17830261824045,348.6217469101476,29.1
