#"Step","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
2800000,-78.58865383254462,221.84082642036034,235
2825000,-80.56751820419105,292.9772958956894,235
2850000,-85.21280786429493,246.24335452147275,236
2875000,-80.73423550193328,271.0993670434634,236
2900000,-68.31447652994274,358.460982830957,236
2925000,-81.19784211734748,244.31546495044523,236
2950000,-79.43337015881761,236.25996663836438,236
2975000,-93.32931869401301,257.21168147433247,236
3000000,-73.15262184926951,209.06321731416656,236
3025000,-100.66651523581055,277.28336556213725,236
3050000,-100.03800637236137,171.38825678825935,236
3075000,-95.52398941660434,244.76615559110948,236
3100000,-111.03026762154386,390.7975913703994,236
3125000,-59.575014121469565,394.696590701246,236
3150000,-76.79863284212763,315.62666069717795,236
3175000,-89.41716410166393,251.61479256151094,236
3200000,-70.1165403204505,359.88007240969245,236
3225000,-104.62767380313254,236.10228874072138,236
3250000,-73.06307639846594,255.6981347090143,236
3275000,-78.60158280951413,326.14365461345216,236
3300000,-81.16019438056927,286.10330533216074,236
3325000,-88.42758573166606,262.4375660749033,236
3350000,-80.78121461774543,220.00103376155445,236
3375000,-84.22871991342531,226.5891186010779,236
3400000,-82.94387861504839,303.3977783783401,236
3425000,-86.63017232314971,271.07141266628656,236
3450000,-72.82438004086652,375.07437419678365,236
3475000,-86.4130424977476,256.5223424315125,236
3500000,-70.97112646755366,273.6135000381944,236
3525000,-63.7722169678494,203.35898380991546,236
3550000,-75.4194351339852,386.0000472683313,237
3575000,-57.18508063251983,299.34349468202583,237
3600000,-78.5668930189616,459.84305600870726,237
3625000,-75.77059304863494,247.97600264502447,237
3650000,-97.75837784959208,239.39903226645728,237
3675000,-67.15177804725718,404.16209915307815,237
3700000,-65.52848485805836,247.81736885612185,237
3725000,-68.97787286690111,367.1935672489805,237
3750000,-82.0651500052272,357.27422082480876,237
3775000,-77.94029957689779,301.4370253839341,237
3800000,-92.32185472685303,273.0665203345264,237
3825000,-67.4667884128742,285.0965189513192,237
3850000,-85.90787175831306,301.5268806662479,237
3875000,-70.8655818688995,317.7129009901657,237
3900000,-84.21223722199325,282.2287609558173,237
3925000,-63.823431251273846,302.28909521232634,237
3950000,-85.80906441663632,193.25431914796002,237
3975000,-67.22429591405952,269.4052965326049,237
4000000,-75.35408908132402,221.00305808980187,237
4025000,-73.22478487321493,395.66040250749717,237
4050000,-79.2760969034974,394.4544612296461,237
4075000,-83.1313260654435,228.22532832561208,237
4100000,-87.25641104947492,442.2761222904805,237
4125000,-92.14474977293473,373.1566630732179,237
4150000,-89.21995918441803,257.7172218781636,237
4175000,-83.57170471720327,266.31813794990256,237
4200000,-87.66303622422308,382.7243643580069,237
4225000,-87.08940447739204,300.3420524445218,237
4250000,-72.04867994760563,325.7380994525489,237
4275000,-76.0677515155076,318.55631534712916,237
4300000,-79.9629626390988,411.3749799004964,237
4325000,-66.80997863967367,244.40100235272342,237
4350000,-68.69667237269901,263.7264248620589,237
4375000,-79.55920291381886,384.70806835163495,237
4400000,-71.19330551743278,319.96213605353927,237
4425000,-90.4945321335257,297.2331774850591,237
4450000,-79.24831287840442,303.7868483672082,237
4475000,-63.96483655880655,299.2338675855094,237
4500000,-81.77825119741007,221.2245610796467,237
4525000,-86.3349222107527,273.9612152519747,237
4550000,-82.09851258639185,280.25561279050476,237
4575000,-67.49073177557781,328.4870056152076,237
4600000,-68.33512407493173,349.5710813420962,237
4625000,-89.51994162706572,370.57235457981125,237
4650000,-85.78279887407106,247.6304060511992,237
4675000,-76.8902511338176,270.1058590090525,237
4700000,-70.87521949083556,244.08487418601823,237
4725000,-55.516427984787626,302.1821655124591,237
4750000,-83.84349365399063,271.27405118143565,237
4775000,-85.47315050689382,416.6932914780867,237
4800000,-71.89622848531882,362.88510223936214,237
4825000,-77.69395461217826,251.0591413204339,237
4850000,-66.94441325192696,256.855903607625,237
4875000,-93.32479873919189,203.00606144357445,237
4900000,-83.47761173447269,276.23126663572,238
4925000,-92.14978116303162,297.7084624400043,238
4950000,-75.18229399253767,233.73277099439935,238
4975000,-75.70254565593382,400.53649585920954,238
5000000,-72.05481967475666,336.9868250382665,238
5025000,-71.52697340145093,379.10032924559493,238
5050000,-75.25297031348029,296.8189223904596,238
5075000,-63.28848030785148,335.53471227796206,238
5100000,-62.50098250964347,258.1040494296809,238
5125000,-80.01793791974038,273.52489536256957,238
5150000,-62.04637501970507,354.91227845939795,238
5175000,-67.3923785134747,446.80730434777996,238
5200000,-71.76304639860777,391.05625213867256,238
5225000,-74.27360494192942,238.95120716805658,238
5250000,-80.14709600059847,282.594828445608,238
5275000,-96.74108356029953,305.15699530627677,238
5300000,-85.1755152544871,364.23267226724994,238
5325000,-75.24696109786076,365.33329989787325,238
5350000,-70.08567678137052,338.9132161180417,238
5375000,-69.29809181770166,245.88369785323854,238
5400000,-70.25591543963458,200.47645608919345,238
5425000,-83.14028994511438,348.0603026455632,238
5450000,-67.39579641457064,318.86517856736896,238
5475000,-89.40629194275009,289.07883694828257,238
5500000,-86.34679397090142,381.3361467408967,238
5525000,-82.89272934416192,297.9217455037865,238
5550000,-70.87647180219196,239.29467831528748,238
5575000,-80.13950329058659,362.06507099609195,238
5600000,-49.78642403687284,289.76895646122637,238
5625000,-81.94698938903589,423.57958439626066,238
5650000,-73.57540385789468,368.6200616019041,238
5675000,-81.54569548066561,352.065420025134,238
5700000,-64.43550658654983,244.52441853352178,238
5725000,-92.36604654564384,398.257327121194,238
5750000,-80.80587233679441,257.78435349379737,238
5775000,-89.1061537557313,255.87670674674,238
5800000,-101.124057653253,299.97378244871265,238
5825000,-77.72724834007208,358.1841625447024,238
5850000,-76.42226624943868,202.39938457318624,238
5875000,-89.38137780564,356.38712958305604,238
5900000,-84.7828340609447,257.6862297705919,238
5925000,-75.90673156092302,259.1489071613269,238
5950000,-75.13151038286983,371.19665763455464,238
5975000,-79.6191018879187,282.42864821872547,238
6000000,-61.10995474361828,278.858249849422,238
6025000,-76.91510509589367,321.0620249179534,238
6050000,-73.72069782431825,283.3733221997365,239
6075000,-61.66482134143405,356.0711468988591,239
6100000,-78.54516073426188,283.67634342033887,238
6125000,-91.68468093011222,231.70447708471295,238
6150000,-74.59490579712198,209.67246756999478,238
6175000,-63.05143380403861,431.53002823870645,238
6200000,-88.05953137705123,337.70902916917794,238
6225000,-77.826937059768,326.0017820839302,238
6250000,-70.96180621987529,340.01552176955227,238
6275000,-71.23517139147108,252.19447449588523,238
6300000,-85.52667067320888,288.77542999280695,238
6325000,-70.18052406364026,294.90095599358506,238
6350000,-78.55629823953197,315.6646629009175,238
6375000,-75.62363406196756,221.69864554044267,238
6400000,-90.52394828914925,306.65305315307455,238
6425000,-84.81469865130495,207.2138813475268,238
6450000,-82.86665908044155,255.19477499985433,239
6475000,-77.66178065500233,283.1828592645036,239
6500000,-92.975786412257,316.1741283801891,239
6525000,-64.71359403876392,294.1225198255169,239
6550000,-71.25603749807954,311.853373243642,239
6575000,-90.60450633887868,284.0593975735526,239
6600000,-88.0526557323238,248.85570147623952,239
6625000,-83.54236148087045,335.6377282671786,239
6650000,-77.67760061711456,370.538059764425,239
6675000,-80.45289400844344,263.2177655413391,239
6700000,-81.36152333307136,219.66255446750458,239
6725000,-95.28305868128817,306.7160411835032,239
6750000,-73.27562871317771,252.20169373300266,239
6775000,-79.26592833028641,342.15486734869063,239
6800000,-80.54751416355113,253.57906817298144,238
6825000,-70.6271769626535,380.7126623283771,238
6850000,-74.40606680010629,343.48510738220216,238
6875000,-75.76874552072142,253.4710310807798,238
6900000,-90.01634728405668,253.36668067703434,238
6925000,-69.22797201242355,361.1737864321287,238
6950000,-70.877103794681,201.27527319242785,238
6975000,-84.7647993097967,257.60456541384923,238
7000000,-103.90961815983954,264.1004226380728,238
7025000,-58.10463319618073,303.45188055994646,238
7050000,-96.38403004559267,221.95002724123418,238
7075000,-78.29800056020932,348.14734983101926,238
7100000,-72.945039567114,330.2543152561971,238
7125000,-79.0990562931643,259.0748153001666,238
7150000,-92.19274961201093,409.641073058607,238
7175000,-85.72462756057914,274.75262614513804,238
7200000,-76.22746217639045,304.4204974309085,238
7225000,-77.09479296108032,344.9113858426914,238
7250000,-70.43407796216425,243.99096782871115,238
7275000,-93.35131025625388,299.49807895997174,238
7300000,-82.21526165952523,268.55587422279706,238
7325000,-89.24020415754252,395.94819452362077,238
7350000,-89.02538925983396,193.37549774900685,238
7375000,-65.7864763822127,274.25073830182066,238
7400000,-74.81682132863628,275.2565248176238,238
7425000,-76.41092287986346,185.06120381410568,238
7450000,-72.03714578063642,367.26266560681466,238
7475000,-102.16219347097078,310.8388111645275,239
7500000,-106.0603311581938,315.918950751282,239
7525000,-79.81622678077159,463.2958660508878,239
7550000,-63.555667973615996,285.496871055936,239
7575000,-57.05780340726159,267.6406421594051,239
7600000,-71.43855264139194,298.68669499806305,239
7625000,-88.94454222821955,267.97324621847474,239
7650000,-90.78922573614548,295.76562394257115,239
7675000,-82.26543517821666,232.89804912788637,239
7700000,-84.24117152129301,181.83491224758143,239
7725000,-77.94421868421861,317.62012692664337,239
7750000,-68.70490220789017,283.02954636033667,239
7775000,-83.5400921592117,241.3261287981901,239
7800000,-69.17740778329514,263.99645284230724,239
7825000,-82.74598852923398,316.22673887228626,239
7850000,-84.6864425416291,333.9390417727316,239
7875000,-77.63484587106535,312.5290670033824,239
7900000,-77.5934479923556,179.28738695145933,239
7925000,-73.37863331951178,318.6630974855351,239
7950000,-93.60044433484677,366.7981317886684,239
7975000,-73.1882733944445,267.9952954065546,239
8000000,-67.65377652303391,300.72558342854234,239
8025000,-61.57676935010666,327.05397232748794,239
8050000,-80.99708463954465,348.38211133335756,239
8075000,-81.37272655173338,352.05392310629446,239
8100000,-90.85480907910602,288.1894740659434,239
8125000,-74.6261459018638,409.7848622318205,239
8150000,-97.87616257464545,251.41938641324134,239
8175000,-63.005327895235666,251.00822840714554,239
8200000,-91.51407471187204,443.8272778256693,239
8225000,-87.73581388126622,424.41547899614744,239
8250000,-85.90487963106041,326.074252590821,239
8275000,-86.04377959548435,325.7763053992595,239
8300000,-61.91890875632315,294.55877481232733,239
8325000,-61.36415568535573,229.65507806926283,239
8350000,-63.98824532330502,336.61810944173,239
8375000,-97.44821035269301,243.9650595016469,239
8400000,-73.11558235203611,250.6618569922861,239
8425000,-73.329419846001,288.3410154358942,239
8450000,-79.00835655806932,277.23308659476265,239
8475000,-63.994910650306615,204.0780958178287,239
8500000,-58.313860180676585,231.5543737933196,239
8525000,-85.12784804687303,259.6834660274863,239
8550000,-99.44748080919213,304.89660673589634,239
8575000,-68.50000892180952,250.29416816032284,239
8600000,-89.24132996869439,295.5154086858831,239
8625000,-82.39483567803809,393.7085703101645,239
8650000,-86.01336523727232,251.20354961359726,239
8675000,-77.95634684112818,271.05064687076145,239
8700000,-79.97427567677525,274.6444041131378,239
8725000,-79.25952512705946,256.0907493460826,239
8750000,-72.80569624218693,351.35827741752973,239
8775000,-73.05732178853286,272.9957688287047,239
8800000,-74.53087167980819,418.17730515718546,239
8825000,-63.56452456325777,271.92395943918626,239
8850000,-78.97410595458548,303.136072801716,239
8875000,-66.8768528871562,293.83768897048174,239
8900000,-64.18519784330752,213.60176568959474,239
8925000,-68.10522515077591,303.5964138646262,239
8950000,-77.83035624165217,414.1579342802333,239
8975000,-81.30075295843402,274.57496235563065,239
9000000,-97.90759524389257,300.28244815376706,239
9025000,-94.38146606108293,337.43944526417994,239
9050000,-72.37478918210628,235.41118220609707,239
9075000,-72.34193233966337,326.4337279759902,239
9100000,-102.47921029704332,289.8784041708772,239
9125000,-93.89858436546069,424.7332842130042,239
9150000,-90.23364608651465,342.39280463704466,239
9175000,-57.34205578947786,248.91410242636644,239
9200000,-82.49092861954952,257.6492057684183,239
9225000,-86.45994336618978,208.67888177258706,239
9250000,-81.86200584001547,308.7367814656686,239
9275000,-77.2655626223148,299.982743034013,239
9300000,-80.42209638627082,166.83944660766267,239
9325000,-55.6504612258009,270.7937228027713,239
9350000,-79.27986122398384,261.6125725657366,239
9375000,-73.45464308890384,269.487849484804,239
9400000,-81.1351534899568,308.0483679808592,239
9425000,-80.89942131918326,400.44253952202416,239
9450000,-95.82578182148251,344.36193541765687,239
9475000,-95.56854945995651,338.7124839940312,239
9500000,-81.99829219932897,224.29417192238478,239
9525000,-59.94144138485979,193.31894004211367,239
9550000,-75.11818421708281,388.0174955738622,239
9575000,-86.90375206137544,357.52331609506496,239
9600000,-72.63369871249662,175.3623490481012,239
9625000,-88.81430610595861,306.71610839430593,239
9650000,-83.3744464088734,336.42060072244436,239
9675000,-75.61779994398952,288.2149504769999,239
9700000,-57.17379276119732,307.10590458129684,239
9725000,-64.66425784867049,229.9912104891872,239
9750000,-82.77425895317859,206.89729507418548,239
9775000,-95.15170750802675,334.0165902628383,239
9800000,-77.93916807201035,193.44846837021447,239
9825000,-84.23395854595674,280.173993607337,239
9850000,-76.85669583125902,211.11958979068544,239
9875000,-81.75187414992965,317.1241208367232,239
9900000,-69.16077105864969,250.13556304288244,239
9925000,-82.9874519748211,299.19313068205116,239
9950000,-81.86432287261633,258.1544102353865,239
9975000,-82.29777171100527,396.31504631759407,239
10000000,-63.51450897287503,264.78544753566945,239
10025000,-100.23958494848898,337.9959868623314,239
10050000,-64.4351505413857,250.01605376753793,239
10075000,-95.00302026972854,239.5462507264419,239
10100000,-68.16390959193976,372.607190783539,239
10125000,-83.28915357838511,217.3023217458365,239
10150000,-93.9460771254628,327.79718301680634,239
10175000,-85.98335463431519,285.5793495766793,239
10200000,-74.72856549661759,334.47132217789533,239
10225000,-77.38739464112757,219.04814591509356,239
10250000,-41.404468911338654,256.6321783691665,239
10275000,-78.9548784557654,156.4492708861277,239
10300000,-89.93764959798582,331.80386539796524,239
10325000,-86.77093755384072,352.4800069394559,239
10350000,-78.21206395428138,268.7131520773907,239
10375000,-86.79411409215555,399.7984276254597,239
10400000,-83.25806130491085,302.298481907601,239
10425000,-88.32501166716504,335.5229758642669,239
10450000,-80.12134836323136,322.23278630024896,239
10475000,-73.4545908931232,339.1595320560824,239
10500000,-79.53925498248388,197.23368769700818,239
10525000,-85.87503418369518,372.5711805950153,239
10550000,-91.02071600311598,322.39677568776693,239
10575000,-46.683220358756266,240.62151634436063,239
10600000,-82.88626018846112,160.40522547461046,239
10625000,-98.9930960935741,306.98381250676255,239
10650000,-84.4616237550562,261.5929539583831,239
10675000,-68.16001254593051,404.89214023763594,239
10700000,-62.871294716373335,284.6696651615831,239
10725000,-91.07146417380446,313.93026664100756,239
10750000,-84.51668968564583,324.86065924332485,239
10775000,-81.28080954236256,368.6680763268898,239
10800000,-92.99950156536377,329.57813283338135,239
10825000,-66.04420666063133,290.8877586107237,239
10850000,-74.81635589053928,256.1996765631639,239
10875000,-74.35189468313177,249.3324536259692,239
10900000,-66.79386063853795,195.45936549257743,239
10925000,-68.03008706042093,311.7584930747678,239
10950000,-67.0189188452368,206.1292300511914,239
10975000,-88.79508742319982,292.89913940946764,239
11000000,-80.82770869367377,324.76725197910923,239
11025000,-99.27851962183414,277.3722086472983,239
11050000,-74.56245702809508,326.86641830326374,239
11075000,-53.46520025007268,276.0046714192287,239
11100000,-80.49760868439441,250.30680652810327,239
11125000,-84.15626167268195,348.5339329400457,239
11150000,-77.94420496319003,272.1326054928007,238
11175000,-86.58808181871674,247.73328856253468,238
11200000,-72.43504060227629,312.4315815666535,238
11225000,-67.56031229416219,236.62283821232975,238
11250000,-65.25447959469238,297.44823189665397,238
11275000,-75.00878069867638,296.95217207570863,238
11300000,-83.07838379555048,391.85069705379976,238
11325000,-71.10974319370109,272.3786355813604,238
11350000,-62.34397520973788,347.4306968265255,238
11375000,-83.59759567129501,254.41667086006353,238
11400000,-94.59018381186074,210.9039988845046,238
11425000,-60.05750043003838,426.38522000291715,238
11450000,-75.45587263356637,237.70379361454053,238
11475000,-85.6325155413079,241.64083507765685,238
11500000,-95.44219094881615,261.43177413301964,238
11525000,-55.516857725729295,323.98292272740497,238
11550000,-80.68751424972652,327.9698465818626,238
11575000,-86.15935775413486,265.49032749344457,238
11600000,-82.56325735408896,255.7696855153649,238
11625000,-79.85367404190647,345.53841961056116,238
11650000,-68.0142696057256,268.98501921628275,238
11675000,-91.48372235753396,270.68884479932075,238
11700000,-69.32755429554945,373.9022156296101,237
11725000,-88.07095873054217,263.2324147842944,237
11750000,-71.64235232941878,340.35306148367596,237
11775000,-50.303783896732924,211.7904578359929,237
11800000,-89.85877185110539,217.7767657456318,237
11825000,-86.02521817736121,345.241922445343,237
11850000,-75.24541968251533,323.1445349030084,237
11875000,-82.06744439944943,275.1843568805269,237
11900000,-79.92528059872025,359.3110120486777,237
11925000,-80.20817437562356,351.5939607030642,237
11950000,-83.35257754806271,338.1917705180495,237
11975000,-67.09923160615972,268.41363735655614,237
12000000,-92.5443231262777,250.84367965359223,237
12025000,-92.09979831363074,240.56611622137655,237
12050000,-76.86899564931485,366.05506579861856,237
12075000,-77.66773493693873,229.28516189720338,237
12100000,-74.69433313751374,309.8799644952131,237
12125000,-88.79020343895786,299.1412493448608,237
12150000,-89.34867263670935,327.96846231936854,236
12175000,-68.77582418765024,267.94795940598857,236
12200000,-62.467030542064684,272.3277106421261,236
12225000,-93.00158458365149,273.11825731306175,236
12250000,-82.90957799903245,256.2966810644877,236
12275000,-59.722491175206564,233.38445388403207,236
12300000,-80.11599956970485,342.59130513588207,236
12325000,-101.64955339648515,285.0126651130489,236
12350000,-83.72422983418298,329.4937179484265,236
12375000,-67.15495298121044,319.0243319330726,236
12400000,-63.16716295571781,305.87303530949185,236
12425000,-73.07456558369653,384.6820090350385,236
12450000,-81.65139462264852,312.8719517195138,236
12475000,-87.45466510028264,297.67157011673856,236
12500000,-80.09388848761103,279.8784211187086,236
12525000,-89.07851201922162,204.77442652378195,236
12550000,-79.6987154994299,287.077455623875,235
12575000,-50.66212933748838,330.1982594135671,235
12600000,-90.72313332491369,418.5159703008338,235
12625000,-81.13237922177878,295.70241702807584,235
12650000,-95.15004237755392,206.71763974269473,235
12675000,-79.88303576535489,300.21900584812397,235
12700000,-77.81449201037846,335.30586868867505,235
12725000,-72.23549740874786,294.4482668792411,235
12750000,-57.5465904314812,249.21483542276752,235
12775000,-83.43471393072886,351.7700965025938,235
12800000,-68.03130053547497,337.1903411947446,235
12825000,-80.53829808689142,335.1941364442208,235
12850000,-91.6670360756788,292.7310624428267,235
12875000,-90.752465462792,447.14727050589136,235
12900000,-81.38117645589145,323.20901681186956,235
12925000,-84.14817006960382,253.39012311545127,235
12950000,-79.05048918895591,226.04587568946124,235
12975000,-75.68471505118251,374.0970612711064,235
13000000,-94.91244374911253,373.1424674782592,235
13025000,-60.10113400011158,235.42981031815845,235
13050000,-69.94164104538069,291.84576275810304,235
13075000,-93.82089358469072,296.93281503463237,235
13100000,-91.2941715281536,314.80261675751825,235
13125000,-47.468516907132326,312.1721655532095,235
13150000,-95.23347399293914,587.4708262964596,235
13175000,-79.45551633711034,252.69845267750463,235
13200000,-83.93296074763123,248.16250649973264,235
13225000,-88.97100903726725,229.67793770146142,235
13250000,-61.14475796873681,375.38605203443103,235
13275000,-92.31431927121565,297.9319128783256,235
13300000,-93.41541759213024,241.2593986325625,235
13325000,-87.6454704846527,262.4566339889483,235
13350000,-84.1713017907491,274.88155127323876,235
13375000,-103.18599849924442,288.31982186208194,235
13400000,-82.00287055336307,259.2748061954522,235
13425000,-89.84288225561777,242.14640349596797,235
13450000,-83.47297357132425,344.9941565558343,235
13475000,-96.56336867815568,283.52322557094453,235
13500000,-89.69029409483332,251.79454931678015,235
13525000,-86.33041150612513,294.86904180676277,235
13550000,-68.38921312728898,352.57876650755776,235
13575000,-87.22463184096854,285.2309700711697,235
13600000,-98.02076800147664,434.33099493080596,235
13625000,-85.94023939594217,305.0658046826865,235
13650000,-78.37549207890737,394.3208844039016,235
13675000,-75.04522299053019,334.005533607652,235
13700000,-81.89845675465088,246.38107876629493,235
13725000,-88.72951437853007,185.84872891295294,235
13750000,-80.2036250875575,351.6769523541241,235
13775000,-95.22386496543677,278.52330799335044,235
13800000,-78.4779730395841,293.398157545185,235
13825000,-64.8880128857906,311.55022231826183,235
13850000,-93.40328413790718,255.81042332368952,235
13875000,-81.94345571971057,308.24758794893427,235
13900000,-73.10532188480877,337.64204156206875,235
13925000,-88.04490465395696,244.2206746344822,235
13950000,-82.70549434707911,270.93779932302573,234
13975000,-78.11926147109241,201.1868814879419,234
14000000,-66.27539110617862,230.3219861004506,235
14025000,-73.81911896207248,330.35222372540915,234
14050000,-84.14998547562558,314.5927216232883,234
14075000,-85.63931781626646,334.73986915125727,234
14100000,-84.4590218251771,222.72978023243496,234
14125000,-73.31621813838984,368.4614361082741,234
14150000,-65.34619197241913,323.23787710610577,234
14175000,-92.89288624769779,345.4793765953425,234
14200000,-84.54629408390939,342.5801082148305,234
14225000,-108.8202753861945,246.114542927231,234
14250000,-83.95470990489213,444.80736703939755,234
14275000,-75.25492332946554,269.6050622066505,234
14300000,-97.22449776117489,254.87091325166838,234
14325000,-77.8222383249452,397.1916855193902,234
14350000,-80.41915368950433,194.28452831920248,234
14375000,-59.179097932666735,248.83105533656465,234
14400000,-82.326341671491,257.7624861387015,234
14425000,-78.91612072365795,302.69441869868245,234
14450000,-75.67679195534693,286.51681638689155,234
14475000,-76.58425668386744,316.4394961504054,234
14500000,-77.83305009053294,232.4644053260812,234
14525000,-70.50842019046492,269.8900480028913,234
14550000,-58.752803393663,316.80135496110006,234
14575000,-79.10856827254119,343.1120769166244,234
14600000,-89.70586973427231,230.6029095689479,234
14625000,-84.98833999173814,239.1900686595435,234
14650000,-89.20485743550799,429.97098261732,234
14675000,-68.64745571188466,347.47776879931325,234
14700000,-60.67225464229963,233.34988620768462,234
14725000,-72.74788052066089,276.01986292328206,234
14750000,-76.11913468035155,316.1517828892507,234
14775000,-81.13626730874878,303.8593586318441,234
14800000,-90.35534354535787,373.8315679689194,234
14825000,-58.1919144653842,316.15924955816405,234
14850000,-78.79397768615183,277.1803018518118,234
14875000,-65.67301563080207,308.4018326643324,234
14900000,-66.21490740846944,425.2409575264405,234
14925000,-76.91497570724124,240.51381733387095,234
14950000,-79.81530755448756,181.57641022840943,234
14975000,-85.18572334898538,497.8261282387489,234
15000000,-97.9737641069054,424.01505070883974,234
15025000,-73.01268742619588,304.4370648472833,234
15050000,-75.39335324351563,284.95017548818504,234
15075000,-72.47315492763144,333.4919738587388,234
15100000,-91.25075153097319,228.78245884301754,234
15125000,-76.62517270966475,238.49612870175508,234
15150000,-78.30196929039228,307.5798880802267,234
15175000,-72.17055662659308,280.58856533946823,234
15200000,-90.07419962980914,287.82511949037206,234
