system,mode,method,n_frames,seed,k_true,k_visited,k_bic,ari_bic,k_aic,ari_aic,k_icl,ari_icl,k_silhouette,ari_silhouette,k_elbow_gap,ari_elbow_gap,ari_oracle_k
alanine,short,pca,500,3,3,2,4,0.6272144973445456,6,0.50244836826923,3,0.6872412011975534,3,0.6872412011975534,2,0.9446695604390583,0.6872412011975534
alanine,short,pca,500,4,3,3,4,0.5721085763518053,10,0.16821390278903992,3,0.6489692577860835,3,0.6489692577860835,2,0.6782889238125318,0.6489692577860835
alanine,short,pca,500,5,3,1,4,0.0,5,0.0,2,0.0,2,0.0,2,0.0,0.0
alanine,short,pca,500,6,3,2,4,0.48197421092460574,15,0.11558911988497064,3,0.5464555119941845,3,0.5464555119941845,3,0.5464555119941845,0.5464555119941845
alanine,short,pca,500,7,3,2,4,0.5201470147483042,8,0.26142544943392265,3,0.5833971813041333,3,0.5833971813041333,3,0.5833971813041333,0.5833971813041333
alanine,short,tica,500,0,3,2,2,0.9681867408982421,2,0.9681867408982421,2,0.9681867408982421,2,0.9681867408982421,2,0.9681867408982421,0.7799007058254706
alanine,short,tica,500,1,3,2,2,0.9487804058737664,5,0.2982571539050222,2,0.9487804058737664,2,0.9487804058737664,2,0.9487804058737664,0.4297106761471778
alanine,short,tica,500,2,3,2,2,0.9681837131923406,3,0.9569498651320267,2,0.9681837131923406,2,0.9681837131923406,2,0.9681837131923406,0.9569498651320267
alanine,short,tica,500,3,3,2,2,0.9840305737201295,2,0.9840305737201295,2,0.9840305737201295,2,0.9840305737201295,2,0.9840305737201295,0.6801188647965792
alanine,short,tica,500,4,3,3,5,0.6919288204835913,5,0.6919288204835913,3,0.8315537547993858,3,0.8315537547993858,3,0.8315537547993858,0.8315537547993858
alanine,short,tica,500,5,3,1,2,0.0,2,0.0,2,0.0,2,0.0,3,0.0,0.0
alanine,short,tica,500,6,3,2,2,0.9043453605681545,10,0.1865149904025824,2,0.9043453605681545,2,0.9043453605681545,2,0.9043453605681545,0.6281177004304112
alanine,short,tica,500,7,3,2,2,0.9596157357785688,3,0.7181569874637381,2,0.9596157357785688,2,0.9596157357785688,2,0.9596157357785688,0.7181569874637381
alanine,short,vae,500,0,3,2,2,0.8908865907365046,3,0.6526856879379647,1,0.0,3,0.6526856879379647,2,0.8908865907365046,0.6526856879379647
alanine,short,vae,500,1,3,2,1,0.0,4,0.30556034186206893,1,0.0,6,0.22133446399281442,3,0.4714616589017856,0.4714616589017856
alanine,short,vae,500,2,3,2,1,0.0,2,0.8984597663365459,1,0.0,3,0.5041522729870085,2,0.8984597663365459,0.5041522729870085
alanine,short,vae,500,3,3,2,1,0.0,5,0.3213376647742722,1,0.0,3,0.5690801921647436,2,0.8909154152054019,0.5690801921647436
alanine,short,vae,500,4,3,3,1,0.0,2,0.49843033342940307,1,0.0,2,0.49843033342940307,2,0.49843033342940307,0.3839081945713366
alanine,short,vae,500,5,3,1,4,0.0,4,0.0,1,1.0,3,0.0,3,0.0,0.0
alanine,short,vae,500,6,3,2,1,0.0,6,0.23585502573194642,1,0.0,3,0.4991144998935391,3,0.4991144998935391,0.4991144998935391
alanine,short,vae,500,7,3,2,1,0.0,5,0.3523913232757147,1,0.0,3,0.46068983520972395,3,0.46068983520972395,0.46068983520972395
alanine,short,pca,1000,0,3,3,4,0.4236637782389496,10,0.2561787395316511,4,0.4236637782389496,3,0.4619617357314152,2,0.6563178857399776,0.4619617357314152
alanine,short,pca,1000,1,3,3,8,0.17292483361089336,9,0.15230292731058767,3,0.426312563375173,3,0.426312563375173,3,0.426312563375173,0.426312563375173
alanine,short,pca,1000,2,3,3,4,0.4168373706399705,10,0.2616522231875329,3,0.44063185289797985,3,0.44063185289797985,2,0.6001940184220347,0.44063185289797985
alanine,short,pca,1000,3,3,3,4,0.39590258532187694,10,0.2535787840977458,3,0.40141442641027986,3,0.40141442641027986,2,0.5087277658925409,0.40141442641027986
alanine,short,pca,1000,4,3,3,5,0.4574140257180795,11,0.17838430468600483,4,0.486000974207434,2,0.5085725376430725,2,0.5085725376430725,0.5254235052957111
alanine,short,pca,1000,5,3,3,8,0.17576532817125942,12,0.1065970627188477,3,0.46066244374112986,2,0.4757844600293876,2,0.4757844600293876,0.46066244374112986
alanine,short,pca,1000,6,3,2,6,0.24208192811721793,8,0.17243895344185964,3,0.4653946318814763,3,0.4653946318814763,3,0.4653946318814763,0.4653946318814763
alanine,short,pca,1000,7,3,2,6,0.4759261832134593,7,0.3550170957112529,3,0.6879403268776135,3,0.6879403268776135,2,0.9214969242513845,0.6879403268776135
alanine,short,tica,1000,0,3,3,6,0.724747464855021,10,0.43286482476255017,3,0.979964638814094,3,0.979964638814094,3,0.979964638814094,0.979964638814094
alanine,short,tica,1000,1,3,3,4,0.9667653038945846,7,0.47033346063764114,4,0.9667653038945846,3,0.9696753723853744,3,0.9696753723853744,0.9696753723853744
alanine,short,tica,1000,2,3,3,5,0.915786335727768,6,0.7664677320670753,3,0.9809357552242898,3,0.9809357552242898,3,0.9809357552242898,0.9809357552242898
alanine,short,tica,1000,3,3,3,5,0.8997011661592161,12,0.40267002268143204,4,0.9201088499172748,3,0.9891354147263072,3,0.9891354147263072,0.9891354147263072
alanine,short,tica,1000,4,3,3,4,0.8484732461571886,9,0.4424207768799335,4,0.8484732461571886,3,0.9977947281643829,3,0.9977947281643829,0.9977947281643829
alanine,short,tica,1000,5,3,3,4,0.7177049736657335,5,0.38667325958766896,4,0.7177049736657335,4,0.7177049736657335,4,0.7177049736657335,0.6866615373854869
alanine,short,tica,1000,6,3,2,2,0.9657334974898966,4,0.45264884971077224,2,0.9657334974898966,2,0.9657334974898966,2,0.9657334974898966,0.5770543361737676
alanine,short,tica,1000,7,3,2,3,0.938067128032581,3,0.938067128032581,3,0.938067128032581,2,0.9721556909419992,2,0.9721556909419992,0.938067128032581
alanine,short,vae,1000,0,3,3,4,0.6831560960638178,11,0.3603573709786487,1,0.0,2,0.6076416942672129,2,0.6076416942672129,0.34094498452196353
alanine,short,vae,1000,1,3,3,4,0.33451697746086156,7,0.30696158059820655,1,0.0,3,0.43055852011090207,3,0.43055852011090207,0.43055852011090207
alanine,short,vae,1000,2,3,3,5,0.698187080851942,5,0.698187080851942,1,0.0,3,0.37653817728775313,2,0.4597030007195603,0.37653817728775313
alanine,short,vae,1000,3,3,3,1,0.0,8,0.4477064602613627,1,0.0,3,0.45859303818761443,2,0.45649683409261954,0.45859303818761443
alanine,short,vae,1000,4,3,3,2,0.734660332024516,15,0.11261928313482915,1,0.0,2,0.734660332024516,2,0.734660332024516,0.44698737136992367
alanine,short,vae,1000,5,3,3,2,0.5220461519140048,15,0.08820305069880549,1,0.0,2,0.5220461519140048,3,0.2555133168373256,0.2555133168373256
alanine,short,vae,1000,6,3,2,3,0.4408518976722163,9,0.15604260106463191,1,0.0,3,0.4408518976722163,3,0.4408518976722163,0.4408518976722163
alanine,short,vae,1000,7,3,2,2,0.8909998474507554,8,0.27228555883465333,1,0.0,3,0.6359600856031141,2,0.8909998474507554,0.6359600856031141
alanine,short,pca,2000,0,3,3,7,0.3209864693243993,13,0.1802397388492345,4,0.3974291502223085,3,0.396886437219008,2,0.5185989120764032,0.396886437219008
alanine,short,pca,2000,1,3,3,7,0.24949546681091103,14,0.15516282157383404,4,0.39807918554587735,3,0.38724308296021936,2,0.6140438755099795,0.38724308296021936
alanine,short,pca,2000,2,3,3,7,0.3111083266853958,14,0.16845679308604708,4,0.4057587882081191,3,0.40368758957768336,2,0.5346986580572846,0.40368758957768336
