system,mode,method,n_frames,seed,k_true,k_visited,k_bic,ari_bic,k_aic,ari_aic,k_icl,ari_icl,k_silhouette,ari_silhouette,k_elbow_gap,ari_elbow_gap,ari_oracle_k
alanine,short,vae,1000,2,3,3,5,0.23973901058394895,15,0.07312860682030821,1,0.0,2,0.8977209407355818,3,0.43831973953502756,0.43831973953502756
alanine,short,vae,1000,3,3,2,2,-0.03613606026562266,15,0.0606466177115492,1,0.0,3,0.34898171677778345,3,0.34898171677778345,0.34898171677778345
alanine,short,vae,1000,4,3,2,4,0.16290579725161258,9,0.06830706560751151,1,0.0,5,0.1262610499844798,3,0.07748953863097595,0.07748953863097595
alanine,short,vae,1000,5,3,2,2,0.9161486415689396,5,0.2500492824820793,1,0.0,2,0.9161486415689396,2,0.9161486415689396,0.38017591448530613
alanine,short,vae,1000,6,3,2,4,0.28876954546802563,4,0.28876954546802563,1,0.0,7,0.16301517233087207,2,0.2535776282599394,0.012423973527596638
alanine,short,vae,1000,7,3,2,3,0.5053862642690263,3,0.5053862642690263,1,0.0,3,0.5053862642690263,3,0.5053862642690263,0.5053862642690263
alanine,short,pca,2000,0,3,3,5,0.33049926771901417,13,0.12716675545643238,3,0.5162781855425045,3,0.5162781855425045,3,0.5162781855425045,0.5162781855425045
alanine,short,pca,2000,1,3,3,8,0.21913552663689714,15,0.11257015083792378,4,0.4677683882955055,3,0.5297843972850809,3,0.5297843972850809,0.5297843972850809
alanine,short,pca,2000,2,3,3,7,0.2878597141426298,12,0.15311369520570983,4,0.551222829436322,3,0.5877945876595089,3,0.5877945876595089,0.5877945876595089
alanine,short,pca,2000,3,3,2,6,0.19630104474303586,15,0.06617499971173989,3,0.4487139261330128,3,0.4487139261330128,3,0.4487139261330128,0.4487139261330128
