potential,method,n_frames,dim,seed,k_true,k_bic,ari_bic,k_aic,ari_aic,k_icl,ari_icl,k_silhouette,ari_silhouette,k_elbow_gap,ari_elbow_gap,ari_oracle_k,degenerate_embedding,runtime_s
prinz1d,pca,8000,5,5,4,14,0.39856936094026085,15,0.3767830007744532,10,0.49255299226775306,4,0.9716511868005612,2,0.49836696106264317,0.9716511868005612,False,13.770443201065063
prinz1d,pca,8000,5,6,4,14,0.3411486203553876,15,0.330100579083781,9,0.47719336075536295,4,0.9514669109202257,2,0.4678351301657631,0.9514669109202257,False,13.71234917640686
prinz1d,pca,8000,5,7,4,14,0.3935026210414103,15,0.3731563124698871,9,0.5106003990142531,4,0.9736411566886605,2,0.4904144729590135,0.9736411566886605,False,13.705878257751465
prinz1d,pca,8000,5,8,4,15,0.3629768350203451,15,0.3629768350203451,9,0.4839063871613667,4,0.9612202059254839,2,0.48460403829606413,0.9612202059254839,False,13.996718883514404
prinz1d,pca,8000,5,9,4,15,0.36414670282140155,15,0.36414670282140155,9,0.5314251013974366,4,0.9617040128768086,2,0.516667233086378,0.9617040128768086,False,13.840423583984375
prinz1d,pca,16000,2,0,4,15,0.3301979671330456,15,0.3301979671330456,7,0.5621384455984421,4,0.8733510278582675,2,0.47680622443779025,0.8733510278582675,False,36.47183322906494
prinz1d,pca,16000,2,1,4,15,0.3470211993423095,15,0.3470211993423095,6,0.701249074274684,4,0.8952613145519444,2,0.5018748506812285,0.8952613145519444,False,37.45367741584778
prinz1d,pca,16000,2,2,4,14,0.3845350692871356,14,0.3845350692871356,8,0.5720803855171664,4,0.8777609858794329,2,0.49556777402834523,0.8777609858794329,False,38.04385423660278
prinz1d,pca,16000,2,3,4,15,0.3442915507615437,15,0.3442915507615437,7,0.5754768356265194,4,0.8875846134413375,2,0.4810844598510277,0.8875846134413375,False,37.993380546569824
prinz1d,pca,16000,2,4,4,15,0.33818403473672576,15,0.33818403473672576,7,0.5898290675579428,4,0.9095903451096977,2,0.48608973216320767,0.9095903451096977,False,36.88904619216919
prinz1d,pca,16000,2,5,4,15,0.35973142725408747,15,0.35973142725408747,8,0.5809594598021901,4,0.9221065039261741,2,0.49820836631053483,0.9221065039261741,False,36.85368800163269
prinz1d,pca,16000,2,6,4,15,0.3021137524704339,15,0.3021137524704339,7,0.5446726006718658,4,0.8704746317194405,3,0.7923478034163227,0.8704746317194405,False,36.628546714782715
prinz1d,pca,16000,2,7,4,15,0.3605344359759773,15,0.3605344359759773,6,0.700442503612376,4,0.9087072972027735,2,0.4906691155409193,0.9087072972027735,False,37.42503643035889
prinz1d,pca,16000,2,8,4,15,0.33423641044206676,15,0.33423641044206676,7,0.5754289052664715,4,0.8842385569939459,2,0.48524336740402246,0.8842385569939459,False,36.584657192230225
prinz1d,pca,16000,2,9,4,15,0.35864632002185304,15,0.35864632002185304,6,0.7006518037153232,4,0.9192904437596868,2,0.5133003466284554,0.9192904437596868,False,37.241971254348755
prinz1d,pca,16000,3,0,4,15,0.32716068756557193,15,0.32716068756557193,9,0.477621675855902,4,0.9163867268596659,2,0.4773992915946378,0.9163867268596659,False,36.15879154205322
prinz1d,pca,16000,3,1,4,15,0.3712843202249282,15,0.3712843202249282,10,0.49294869363017607,4,0.9281420444397174,2,0.5033012885773368,0.9281420444397174,False,37.289836406707764
prinz1d,pca,16000,3,2,4,15,0.3640906777534342,15,0.3640906777534342,11,0.476555639065588,4,0.9164361255240255,2,0.49671814308846385,0.9164361255240255,False,36.919538736343384
prinz1d,pca,16000,3,3,4,15,0.36236831621083954,15,0.36236831621083954,10,0.4891248375467576,4,0.9356832760710498,2,0.4828559439579077,0.9356832760710498,False,36.808879375457764
prinz1d,pca,16000,3,4,4,15,0.35222606772180554,15,0.35222606772180554,10,0.49183216853917644,4,0.9389154171464688,2,0.48753264236022154,0.9389154171464688,False,36.59450435638428
prinz1d,pca,16000,3,5,4,15,0.3698113826452597,15,0.3698113826452597,10,0.499921582563604,4,0.947751118874024,2,0.4993091200380807,0.947751118874024,False,39.93648886680603
prinz1d,pca,16000,3,6,4,15,0.3324760615020111,15,0.3324760615020111,9,0.4817784729869196,4,0.91589924487673,2,0.4684120559202376,0.91589924487673,False,38.366830825805664
prinz1d,pca,16000,3,7,4,15,0.3731152314085834,15,0.3731152314085834,10,0.48065456340063406,4,0.9452793633759827,2,0.4916234940393898,0.9452793633759827,False,38.748990535736084
prinz1d,pca,16000,3,8,4,15,0.3483774826636684,15,0.3483774826636684,10,0.4819489626419761,4,0.9204252173224297,2,0.4859783649658094,0.9204252173224297,False,37.74813723564148
prinz1d,pca,16000,3,9,4,15,0.3695382802078402,15,0.3695382802078402,10,0.5022492588729985,4,0.9483298495328585,2,0.5161414817842472,0.9483298495328585,False,39.467862606048584
prinz1d,pca,16000,5,0,4,15,0.33096874986592667,15,0.33096874986592667,9,0.47114539177589965,4,0.9460497912755184,2,0.4770433662881875,0.9460497912755184,False,38.54941940307617
prinz1d,pca,16000,5,1,4,15,0.36396360739586064,15,0.36396360739586064,10,0.47866798509168046,4,0.9504054856826526,2,0.5026656915495865,0.9504054856826526,False,39.73199510574341
prinz1d,pca,16000,5,2,4,15,0.3658188964479971,15,0.3658188964479971,11,0.4603195961082925,4,0.9523771920285363,2,0.4961985537519114,0.9523771920285363,False,38.64917278289795
prinz1d,pca,16000,5,3,4,15,0.3481186068097296,15,0.3481186068097296,11,0.44633655430679775,4,0.9633013831319486,2,0.48238289728582384,0.9633013831319486,False,39.3259391784668
prinz1d,pca,16000,5,4,4,15,0.3604160653914516,15,0.3604160653914516,9,0.4954708476466285,4,0.9625415094189304,2,0.48705118135254566,0.9625415094189304,False,38.526155948638916
prinz1d,pca,16000,5,5,4,15,0.37404070842092413,15,0.37404070842092413,10,0.4990963713747671,4,0.971716524934221,2,0.4993457767099429,0.971716524934221,False,38.93735933303833
prinz1d,pca,16000,5,6,4,15,0.3372185669569861,15,0.3372185669569861,9,0.4654979430001352,4,0.9416753287925506,2,0.4684494277945779,0.9416753287925506,False,37.930500507354736
prinz1d,pca,16000,5,7,4,15,0.3637825930574977,15,0.3637825930574977,10,0.47720361238762393,4,0.9740761677283852,2,0.4915018955300046,0.9740761677283852,False,38.38969802856445
prinz1d,pca,16000,5,8,4,15,0.34720989088638177,15,0.34720989088638177,11,0.44092783367338356,4,0.9542095600715582,2,0.4859783649658094,0.9542095600715582,False,38.68872547149658
prinz1d,pca,16000,5,9,4,15,0.3678799464289605,15,0.3678799464289605,10,0.4948485408830439,4,0.9667564864979314,2,0.5157346224866377,0.9667564864979314,False,39.264177083969116
prinz1d,tica,500,2,0,4,1,0.0,1,0.0,1,0.0,10,0.01089234631573239,3,0.012059269217251358,0.005123380632288326,False,1.1890499591827393
prinz1d,tica,500,2,1,4,1,0.0,2,0.009727380826564826,1,0.0,5,0.0038287156637104632,2,0.009727380826564826,0.01266846113611049,False,1.2973365783691406
prinz1d,tica,500,2,2,4,1,0.0,1,0.0,1,0.0,3,0.01406511050148903,3,0.01406511050148903,0.021137554438480047,False,1.2648930549621582
prinz1d,tica,500,2,3,4,1,0.0,2,0.021418582113522745,1,0.0,3,0.029724598014129393,3,0.029724598014129393,0.030054141753850547,False,1.1501028537750244
prinz1d,tica,500,2,4,4,1,0.0,1,0.0,1,0.0,14,0.007303432357532036,3,0.0065664219983055,0.004810185002390419,False,1.288238763809204
prinz1d,tica,500,2,5,4,1,0.0,1,0.0,1,0.0,3,0.01897164679176472,3,0.01897164679176472,0.026893187472481563,False,1.2375984191894531
prinz1d,tica,500,2,6,4,1,0.0,1,0.0,1,0.0,4,0.017876534107494957,2,0.004054416508465512,0.017876534107494957,False,1.221649408340454
prinz1d,tica,500,2,7,4,1,0.0,1,0.0,1,0.0,11,0.014330941332136833,2,0.032985878861349426,0.021689264443470507,False,1.121551513671875
prinz1d,tica,500,2,8,4,1,0.0,1,0.0,1,0.0,7,0.06434306449583252,2,0.12495825550779618,0.11140736509234558,False,1.2903954982757568
prinz1d,tica,500,2,9,4,1,0.0,1,0.0,1,0.0,3,0.07369435376487989,3,0.07369435376487989,0.0639847701711171,False,1.2568585872650146
prinz1d,tica,500,3,0,4,1,0.0,1,0.0,1,0.0,4,0.010538432643975753,2,-0.002758332543217225,0.010538432643975753,False,1.8900957107543945
prinz1d,tica,500,3,1,4,1,0.0,14,0.013138437882898273,1,0.0,2,0.017204727039291396,2,0.017204727039291396,0.020850169282688347,False,2.273904800415039
prinz1d,tica,500,3,2,4,1,0.0,1,0.0,1,0.0,3,0.020497273107670865,2,0.01851921621136614,0.01742800438353432,False,2.109890937805176
prinz1d,tica,500,3,3,4,1,0.0,2,0.01932341895760629,1,0.0,4,0.04231672351397705,2,0.01932341895760629,0.04231672351397705,False,2.0076451301574707
prinz1d,tica,500,3,4,4,1,0.0,1,0.0,1,0.0,2,0.01272235098039333,2,0.01272235098039333,0.014749936067527171,False,2.075211763381958
prinz1d,tica,500,3,5,4,1,0.0,13,0.020467888843488855,1,0.0,4,0.05104754344584778,2,0.020271468736348983,0.05104754344584778,False,2.1934969425201416
prinz1d,tica,500,3,6,4,1,0.0,1,0.0,1,0.0,3,0.02733213804178325,2,0.0042024201732024265,0.023320049361501446,False,2.1748578548431396
prinz1d,tica,500,3,7,4,1,0.0,1,0.0,1,0.0,2,0.010562306821916494,2,0.010562306821916494,0.031285132472448386,False,2.162510633468628
prinz1d,tica,500,3,8,4,1,0.0,1,0.0,1,0.0,2,0.062263516196925286,2,0.062263516196925286,0.10789970831092786,False,1.9611053466796875
prinz1d,tica,500,3,9,4,1,0.0,3,0.008557220295008404,1,0.0,2,0.020500109775423356,2,0.020500109775423356,0.04679452065251944,False,2.027097702026367
prinz1d,tica,500,5,0,4,1,0.0,11,-0.0022073908393599293,1,0.0,2,0.00861682630324133,2,0.00861682630324133,0.020979043691346805,False,2.984926223754883
prinz1d,tica,500,5,1,4,1,0.0,10,0.005431969945289959,1,0.0,3,0.02329230713906301,2,0.020800417870886923,0.017852820562041523,False,2.851679801940918
prinz1d,tica,500,5,2,4,1,0.0,14,0.013511171119778915,1,0.0,2,0.049502304948265054,2,0.049502304948265054,0.03197667567507412,False,3.1044585704803467
prinz1d,tica,500,5,3,4,1,0.0,15,0.02467718344234123,1,0.0,2,0.022492803790149868,2,0.022492803790149868,0.037308726875846604,False,2.6424083709716797
prinz1d,tica,500,5,4,4,1,0.0,14,0.0073206362319259075,1,0.0,2,0.0019947929051964903,2,0.0019947929051964903,0.019517353866243838,False,2.6843948364257812
prinz1d,tica,500,5,5,4,1,0.0,14,0.019842580039224924,1,0.0,3,0.07564791633413197,2,0.00700242766489534,0.06783250282795417,False,2.926100492477417
prinz1d,tica,500,5,6,4,1,0.0,2,0.05410512186895594,1,0.0,2,0.05410512186895594,2,0.05410512186895594,0.03388983994468264,False,2.7573330402374268
prinz1d,tica,500,5,7,4,1,0.0,14,0.03309218395130876,1,0.0,2,0.03423785121303793,2,0.03423785121303793,0.05268436290562009,False,2.7607972621917725
prinz1d,tica,500,5,8,4,1,0.0,15,0.03979475985419354,1,0.0,2,0.0261305047235644,2,0.0261305047235644,0.08019954379930472,False,2.8081958293914795
prinz1d,tica,500,5,9,4,1,0.0,11,0.04329223328327904,1,0.0,2,0.11396555975876543,2,0.11396555975876543,0.04440418773018011,False,2.9070403575897217
prinz1d,tica,1000,2,0,4,1,0.0,2,0.12868702836009874,1,0.0,10,0.05168578268149249,2,0.12868702836009874,0.08999357621825313,False,1.9488394260406494
prinz1d,tica,1000,2,1,4,2,0.2975853659438309,2,0.2975853659438309,1,0.0,3,0.24943233187549638,2,0.2975853659438309,0.1862279855072021,False,1.812673568725586
prinz1d,tica,1000,2,2,4,1,0.0,2,0.17879846698810903,1,0.0,4,0.12313366277861748,2,0.17879846698810903,0.12313366277861748,False,1.8800022602081299
prinz1d,tica,1000,2,3,4,2,0.33727098864466537,2,0.33727098864466537,1,0.0,2,0.33727098864466537,2,0.33727098864466537,0.2335738961443618,False,1.7892334461212158
prinz1d,tica,1000,2,4,4,1,0.0,1,0.0,1,0.0,12,0.02465957281302376,3,0.04279017051948394,0.052131439032515076,False,1.8615963459014893
prinz1d,tica,1000,2,5,4,2,0.42350025397936103,3,0.4095757811633333,2,0.42350025397936103,2,0.42350025397936103,2,0.42350025397936103,0.30195950508446895,False,1.7766633033752441
prinz1d,tica,1000,2,6,4,1,0.0,2,0.1611282451040131,1,0.0,3,0.12943018992990724,3,0.12943018992990724,0.13721945999958626,False,1.8026847839355469
prinz1d,tica,1000,2,7,4,2,0.32372768570205623,2,0.32372768570205623,1,0.0,2,0.32372768570205623,3,0.24872441646166493,0.22630067393139425,False,1.768324375152588
prinz1d,tica,1000,2,8,4,1,0.0,2,0.13942924028459266,1,0.0,4,0.11239348559953512,2,0.13942924028459266,0.11239348559953512,False,1.7997667789459229
prinz1d,tica,1000,2,9,4,1,0.0,1,0.0,1,0.0,4,0.13686159148314922,2,0.19300537743017426,0.13686159148314922,False,1.9133260250091553
prinz1d,tica,1000,3,0,4,1,0.0,2,0.11230325173917668,1,0.0,2,0.11230325173917668,2,0.11230325173917668,0.08339405450817584,False,2.2678909301757812
prinz1d,tica,1000,3,1,4,2,0.3174703631475795,2,0.3174703631475795,1,0.0,2,0.3174703631475795,2,0.3174703631475795,0.20486134839619358,False,2.5711636543273926
prinz1d,tica,1000,3,2,4,1,0.0,2,0.15520703399183786,1,0.0,5,0.15471092911195516,2,0.15520703399183786,0.15055972201790196,False,2.3850460052490234
prinz1d,tica,1000,3,3,4,2,0.3204575035647796,2,0.3204575035647796,1,0.0,2,0.3204575035647796,2,0.3204575035647796,0.23039822051605352,False,2.3176772594451904
prinz1d,tica,1000,3,4,4,1,0.0,1,0.0,1,0.0,2,0.00897961850868939,2,0.00897961850868939,0.02899849182494484,False,2.3035337924957275
prinz1d,tica,1000,3,5,4,2,0.4231266801919105,2,0.4231266801919105,2,0.4231266801919105,2,0.4231266801919105,2,0.4231266801919105,0.35643306012000137,False,2.3283441066741943
prinz1d,tica,1000,3,6,4,1,0.0,2,0.027530656851254772,1,0.0,4,0.09919728984145641,2,0.027530656851254772,0.09919728984145641,False,2.2134573459625244
prinz1d,tica,1000,3,7,4,2,0.4234709405330225,4,0.34853371636650965,2,0.4234709405330225,2,0.4234709405330225,2,0.4234709405330225,0.34853371636650965,False,2.2895779609680176
prinz1d,tica,1000,3,8,4,1,0.0,2,0.14101372554560812,1,0.0,2,0.14101372554560812,2,0.14101372554560812,0.11101913169713798,False,2.5021495819091797
prinz1d,tica,1000,3,9,4,1,0.0,2,0.18340726736627638,1,0.0,4,0.1552062876094708,2,0.18340726736627638,0.1552062876094708,False,2.610913038253784
prinz1d,tica,1000,5,0,4,2,0.2197772195172462,14,0.06635310106100889,1,0.0,2,0.2197772195172462,2,0.2197772195172462,0.15658119512140628,False,3.8367016315460205
prinz1d,tica,1000,5,1,4,2,0.354368823406281,4,0.26433769940101287,1,0.0,2,0.354368823406281,2,0.354368823406281,0.26433769940101287,False,3.8092539310455322
prinz1d,tica,1000,5,2,4,1,0.0,2,0.24505094213374062,1,0.0,2,0.24505094213374062,2,0.24505094213374062,0.22273001198773765,False,4.292134761810303
prinz1d,tica,1000,5,3,4,2,0.3231221011858983,2,0.3231221011858983,1,0.0,2,0.3231221011858983,2,0.3231221011858983,0.214447333853611,False,3.9142696857452393
prinz1d,tica,1000,5,4,4,1,0.0,1,0.0,1,0.0,2,0.02751863001822673,2,0.02751863001822673,0.053517894606434566,False,4.274172306060791
prinz1d,tica,1000,5,5,4,2,0.43715954229714904,14,0.13839525953976767,2,0.43715954229714904,2,0.43715954229714904,2,0.43715954229714904,0.38860510589177566,False,4.111956596374512
prinz1d,tica,1000,5,6,4,1,0.0,2,0.18297831466953976,1,0.0,2,0.18297831466953976,2,0.18297831466953976,0.1025686194168636,False,4.03296160697937
prinz1d,tica,1000,5,7,4,2,0.4075357793353407,4,0.38297436152906394,2,0.4075357793353407,2,0.4075357793353407,2,0.4075357793353407,0.38297436152906394,False,4.016251802444458
prinz1d,tica,1000,5,8,4,1,0.0,2,0.22237174486851213,1,0.0,2,0.22237174486851213,2,0.22237174486851213,0.16295677326012373,False,4.296760320663452
prinz1d,tica,1000,5,9,4,1,0.0,13,0.0650075223524102,1,0.0,4,0.15104107802116534,2,0.09490198330618267,0.15104107802116534,False,4.252678871154785
prinz1d,tica,2000,2,0,4,4,0.4103665509087886,4,0.4103665509087886,2,0.44372377588397244,2,0.44372377588397244,2,0.44372377588397244,0.4103665509087886,False,2.8716297149658203
prinz1d,tica,2000,2,1,4,2,0.49803732954311924,2,0.49803732954311924,2,0.49803732954311924,2,0.49803732954311924,2,0.49803732954311924,0.3375270817045368,False,2.4798901081085205
prinz1d,tica,2000,2,2,4,3,0.444660881814743,8,0.2907799779305388,2,0.4820626827851426,2,0.4820626827851426,2,0.4820626827851426,0.4146795811070667,False,3.0809338092803955
prinz1d,tica,2000,2,3,4,2,0.4764203252684111,3,0.43831567061861126,2,0.4764203252684111,2,0.4764203252684111,2,0.4764203252684111,0.3991692882211644,False,2.6276252269744873
prinz1d,tica,2000,2,4,4,3,0.509317452319844,8,0.268282283535174,2,0.48234442356720014,2,0.48234442356720014,2,0.48234442356720014,0.41568726255096283,False,2.7453420162200928
prinz1d,tica,2000,2,5,4,3,0.5042154394447012,8,0.38409281848904847,2,0.49570561743012126,2,0.49570561743012126,2,0.49570561743012126,0.46261780092532795,False,2.8684797286987305
prinz1d,tica,2000,2,6,4,2,0.4543325160954011,3,0.358427484626301,2,0.4543325160954011,2,0.4543325160954011,2,0.4543325160954011,0.3336112617999837,False,2.509732723236084
prinz1d,tica,2000,2,7,4,4,0.521453080490544,4,0.521453080490544,2,0.4755413967323694,2,0.4755413967323694,2,0.4755413967323694,0.521453080490544,False,3.380098342895508
prinz1d,tica,2000,2,8,4,2,0.47659336903538135,2,0.47659336903538135,2,0.47659336903538135,2,0.47659336903538135,2,0.47659336903538135,0.33019250437748676,False,2.484271764755249
prinz1d,tica,2000,2,9,4,2,0.5143219494685621,2,0.5143219494685621,2,0.5143219494685621,2,0.5143219494685621,2,0.5143219494685621,0.33833973216563995,False,2.3442916870117188
prinz1d,tica,2000,3,0,4,2,0.44372377588397244,6,0.29597116911736204,2,0.44372377588397244,2,0.44372377588397244,2,0.44372377588397244,0.30848851247501785,False,3.6286277770996094
prinz1d,tica,2000,3,1,4,2,0.49696743491462186,3,0.45659999443485166,2,0.49696743491462186,2,0.49696743491462186,2,0.49696743491462186,0.3390456135889654,False,3.5398733615875244
prinz1d,tica,2000,3,2,4,2,0.4787497943943883,7,0.3389300022655908,2,0.4787497943943883,2,0.4787497943943883,2,0.4787497943943883,0.3914809259451698,False,3.9653546810150146
prinz1d,tica,2000,3,3,4,2,0.4764203252684111,4,0.4021906192736251,2,0.4764203252684111,2,0.4764203252684111,2,0.4764203252684111,0.4021906192736251,False,3.401721477508545
prinz1d,tica,2000,3,4,4,3,0.5121836019269815,5,0.4313245916081399,2,0.48141546034077426,2,0.48141546034077426,2,0.48141546034077426,0.4274292688608512,False,3.6636369228363037
prinz1d,tica,2000,3,5,4,3,0.5532379449271152,7,0.42118198358964026,2,0.49673517403202294,2,0.49673517403202294,2,0.49673517403202294,0.5278412343815915,False,4.335681438446045
prinz1d,tica,2000,3,6,4,2,0.45343106110772513,3,0.35965358717987045,2,0.45343106110772513,2,0.45343106110772513,2,0.45343106110772513,0.2895561852277705,False,3.1920344829559326
prinz1d,tica,2000,3,7,4,2,0.4775551689625777,5,0.46294635156710545,2,0.4775551689625777,2,0.4775551689625777,2,0.4775551689625777,0.362418534598933,False,3.9714152812957764
prinz1d,tica,2000,3,8,4,2,0.47659336903538135,2,0.47659336903538135,2,0.47659336903538135,2,0.47659336903538135,2,0.47659336903538135,0.33610379228792675,False,2.997931718826294
prinz1d,tica,2000,3,9,4,2,0.513233043446511,3,0.48648032926658635,2,0.513233043446511,2,0.513233043446511,2,0.513233043446511,0.369011693449243,False,3.5714218616485596
prinz1d,tica,2000,5,0,4,3,0.5240822984089967,3,0.5240822984089967,3,0.5240822984089967,2,0.45267934371978974,2,0.45267934371978974,0.43986211931806973,False,4.892179489135742
prinz1d,tica,2000,5,1,4,2,0.49696743491462186,4,0.441303361465841,2,0.49696743491462186,2,0.49696743491462186,2,0.49696743491462186,0.441303361465841,False,4.3379364013671875
prinz1d,tica,2000,5,2,4,2,0.4797633224880883,7,0.2987066261824444,2,0.4797633224880883,2,0.4797633224880883,2,0.4797633224880883,0.3824459693987126,False,5.1992552280426025
prinz1d,tica,2000,5,3,4,2,0.4792578731896675,4,0.42282716843662643,2,0.4792578731896675,2,0.4792578731896675,2,0.4792578731896675,0.42282716843662643,False,4.891756296157837
prinz1d,tica,2000,5,4,4,2,0.48234442356720014,4,0.528499167037076,2,0.48234442356720014,2,0.48234442356720014,2,0.48234442356720014,0.528499167037076,False,4.917530536651611
prinz1d,tica,2000,5,5,4,4,0.6476823483662668,6,0.5450251149407886,2,0.4968803155146466,2,0.4968803155146466,2,0.4968803155146466,0.6476823483662668,False,5.425231218338013
prinz1d,tica,2000,5,6,4,2,0.45523570508894223,3,0.34510698195115314,2,0.45523570508894223,2,0.45523570508894223,2,0.45523570508894223,0.29523967365527093,False,4.579514265060425
prinz1d,tica,2000,5,7,4,3,0.5645673274173146,5,0.4799076611022508,2,0.47460525983983576,2,0.47460525983983576,2,0.47460525983983576,0.3563139958937668,False,5.4847753047943115
prinz1d,tica,2000,5,8,4,2,0.47842785988881303,4,0.38296411828987037,2,0.47842785988881303,2,0.47842785988881303,2,0.47842785988881303,0.38296411828987037,False,4.470012426376343
prinz1d,tica,2000,5,9,4,2,0.5143219494685621,3,0.4879362740846642,2,0.5143219494685621,2,0.5143219494685621,2,0.5143219494685621,0.4887546565167051,False,4.878684759140015
prinz1d,tica,4000,2,0,4,4,0.48601824199899674,4,0.48601824199899674,2,0.4643796103539419,2,0.4643796103539419,2,0.4643796103539419,0.48601824199899674,False,8.618802309036255
prinz1d,tica,4000,2,1,4,4,0.5343780215969192,4,0.5343780215969192,2,0.4954223048782443,2,0.4954223048782443,2,0.4954223048782443,0.5343780215969192,False,7.698291778564453
prinz1d,tica,4000,2,2,4,4,0.5375282940693119,4,0.5375282940693119,2,0.48642715878484355,2,0.48642715878484355,2,0.48642715878484355,0.5375282940693119,False,7.058812141418457
prinz1d,tica,4000,2,3,4,5,0.5139716189138132,7,0.4257010142346989,2,0.4790455995151372,2,0.4790455995151372,2,0.4790455995151372,0.5578902611022222,False,8.115324020385742
prinz1d,tica,4000,2,4,4,4,0.5217666853773701,8,0.40331470490736465,2,0.47909922476527644,2,0.47909922476527644,2,0.47909922476527644,0.5217666853773701,False,7.60111141204834
prinz1d,tica,4000,2,5,4,4,0.7113706104426925,9,0.4763449146464006,4,0.7113706104426925,2,0.49249033402920805,2,0.49249033402920805,0.7113706104426925,False,6.814368724822998
prinz1d,tica,4000,2,6,4,4,0.46027068932096393,10,0.2787214264556547,2,0.46126431294715065,2,0.46126431294715065,2,0.46126431294715065,0.46027068932096393,False,7.923221588134766
prinz1d,tica,4000,2,7,4,4,0.5519509813069331,4,0.5519509813069331,2,0.4856077470488739,2,0.4856077470488739,2,0.4856077470488739,0.5519509813069331,False,7.569401264190674
prinz1d,tica,4000,2,8,4,5,0.4720475666850986,7,0.4002715479809904,2,0.4776220994583615,2,0.4776220994583615,2,0.4776220994583615,0.5419384789243398,False,7.486047744750977
prinz1d,tica,4000,2,9,4,4,0.6044514004708359,7,0.41302121063374014,2,0.5092668816669844,2,0.5092668816669844,2,0.5092668816669844,0.6044514004708359,False,7.872056245803833
prinz1d,tica,4000,3,0,4,4,0.5151710990208256,4,0.5151710990208256,3,0.5298475085057524,2,0.4634509039841927,2,0.4634509039841927,0.5151710990208256,False,7.557251453399658
prinz1d,tica,4000,3,1,4,4,0.5369960010134135,4,0.5369960010134135,2,0.49646344934298176,2,0.49646344934298176,2,0.49646344934298176,0.5369960010134135,False,7.634653091430664
prinz1d,tica,4000,3,2,4,4,0.580641629726201,4,0.580641629726201,2,0.4843809126397441,2,0.4843809126397441,2,0.4843809126397441,0.580641629726201,False,8.002124547958374
prinz1d,tica,4000,3,3,4,4,0.5908177614407392,9,0.37976945171975274,2,0.4784397501536942,2,0.4784397501536942,2,0.4784397501536942,0.5908177614407392,False,7.656890392303467
prinz1d,tica,4000,3,4,4,4,0.5717302731504033,7,0.46912264762062317,2,0.47909922476527644,2,0.47909922476527644,2,0.47909922476527644,0.5717302731504033,False,7.472663640975952
prinz1d,tica,4000,3,5,4,4,0.7120274840346782,6,0.6411333240893211,4,0.7120274840346782,2,0.492996384400483,2,0.492996384400483,0.7120274840346782,False,7.259106159210205
prinz1d,tica,4000,3,6,4,5,0.400249478993521,5,0.400249478993521,2,0.459840509863125,2,0.459840509863125,2,0.459840509863125,0.36388734999410255,False,7.7006824016571045
prinz1d,tica,4000,3,7,4,4,0.5489504783318718,5,0.48897112508950735,2,0.4851198179780812,2,0.4851198179780812,2,0.4851198179780812,0.5489504783318718,False,7.7938666343688965
prinz1d,tica,4000,3,8,4,5,0.5079503744656905,8,0.3960401047665435,2,0.47859861760287786,2,0.47859861760287786,2,0.47859861760287786,0.47602133208722275,False,7.144059658050537
prinz1d,tica,4000,3,9,4,5,0.5965376987616485,6,0.4989550770535889,2,0.5092668816669844,2,0.5092668816669844,2,0.5092668816669844,0.5243826939522825,False,8.106295824050903
prinz1d,tica,4000,5,0,4,4,0.5471092080661552,4,0.5471092080661552,3,0.5295285837774337,2,0.46764474851219684,2,0.46764474851219684,0.5471092080661552,False,8.313438177108765
prinz1d,tica,4000,5,1,4,4,0.5525793356913659,4,0.5525793356913659,2,0.49438323609021717,2,0.49438323609021717,2,0.49438323609021717,0.5525793356913659,False,8.509921550750732
prinz1d,tica,4000,5,2,4,4,0.6350497606860873,5,0.5649564478911407,3,0.5832665171791818,2,0.48489169689363226,2,0.48489169689363226,0.6350497606860873,False,8.847582340240479
prinz1d,tica,4000,5,3,4,4,0.5992868924996391,8,0.3943017706692922,3,0.5429364893048237,2,0.47656155929398486,2,0.47656155929398486,0.5992868924996391,False,7.777373313903809
prinz1d,tica,4000,5,4,4,4,0.5834684717558762,6,0.49728529606310823,2,0.4809892173977236,2,0.4809892173977236,2,0.4809892173977236,0.5834684717558762,False,9.25923204421997
prinz1d,tica,4000,5,5,4,4,0.7672954756667976,13,0.39554236648664454,4,0.7672954756667976,2,0.4914798751397693,2,0.4914798751397693,0.7672954756667976,False,8.630274772644043
prinz1d,tica,4000,5,6,4,3,0.44660671878645736,6,0.368124814739615,2,0.46126431294715065,2,0.46126431294715065,2,0.46126431294715065,0.4256391543518669,False,9.071678876876831
prinz1d,tica,4000,5,7,4,4,0.5490046334742097,5,0.49652067403749256,2,0.4856077470488739,2,0.4856077470488739,2,0.4856077470488739,0.5490046334742097,False,9.337684154510498
prinz1d,tica,4000,5,8,4,5,0.5106211802451979,5,0.5106211802451979,2,0.48055747267651067,2,0.48055747267651067,2,0.48055747267651067,0.6054545889018234,False,8.259401559829712
prinz1d,tica,4000,5,9,4,4,0.6410543565055495,6,0.5435321107958434,2,0.5108514648645195,2,0.5108514648645195,2,0.5108514648645195,0.6410543565055495,False,9.643908500671387
prinz1d,tica,8000,2,0,4,9,0.48675453684550707,10,0.4800526616097787,5,0.5964015464187739,3,0.5524579163758966,3,0.5524579163758966,0.6211182715123441,False,13.58962082862854
prinz1d,tica,8000,2,1,4,8,0.5119167156032294,10,0.4058125540966476,4,0.6682253568608512,3,0.6158824756016091,3,0.6158824756016091,0.6682253568608512,False,13.53858232498169
