potential,n_frames,lag,seed,n_usable_pairs,k_true,k_bic,ari_bic,ari_oracle_k,degenerate_embedding,runtime_s
prinz1d,16000,20,8,15980,4,9,0.5289199307568072,0.6764213160074541,False,45.729095697402954
prinz1d,16000,20,9,15980,4,9,0.5599386415901635,0.8231529548084826,False,45.38304877281189
prinz1d,16000,50,0,15950,4,4,0.5239812880963672,0.5239812880963672,False,54.413206338882446
prinz1d,16000,50,1,15950,4,7,0.4366491368157225,0.4317278443404464,False,58.56701183319092
prinz1d,16000,50,2,15950,4,6,0.5160328410254932,0.5954632964627492,False,53.14788556098938
prinz1d,16000,50,3,15950,4,10,0.4372091589767383,0.6353009814060318,False,50.762479066848755
prinz1d,16000,50,4,15950,4,5,0.5373787143647073,0.583191160370807,False,52.946184158325195
prinz1d,16000,50,5,15950,4,8,0.5186034936939086,0.815153365996322,False,47.65288853645325
prinz1d,16000,50,6,15950,4,10,0.2614304638978211,0.44512067861381854,False,53.00837063789368
prinz1d,16000,50,7,15950,4,5,0.5885441934959855,0.6327857830174787,False,52.37546110153198
prinz1d,16000,50,8,15950,4,7,0.3910055319344523,0.5185844927832863,False,52.489503145217896
prinz1d,16000,50,9,15950,4,6,0.4397139203227466,0.5577202776286683,False,52.97428512573242
prinz1d,16000,100,0,15900,4,5,0.40268237214386515,0.3417125895377539,False,45.36694145202637
prinz1d,16000,100,1,15900,4,5,0.5792717421326605,0.6015267479281647,False,49.62747120857239
prinz1d,16000,100,2,15900,4,6,0.41592617651361075,0.5096120848263089,False,51.53340244293213
prinz1d,16000,100,3,15900,4,6,0.42140308178464203,0.5078552187615047,False,56.06712222099304
prinz1d,16000,100,4,15900,4,7,0.5827949768666422,0.7837241765592624,False,46.2257661819458
